<ανά>γνωστος|hard to read
ἀποσκεπτέον|one must look
ἀποσκευάξω|pull off
ἀποσκευή|removal, riddance
ἀποσκηνέω|habiter sous une tente à part de,
ἀποσκηνόω|keep apart from
ἀποσκιάξω|cast a shade or shadow
ἀποσκιασμός|projection d'ombre,
ἀποσκιρτάω|bondir ou sauter hors de,
ἀποσκληρύνω|rendre dur,
ἀποσκλῆναι|see <lang="grc">ἀποσκέλλω</grc>
ἀποσκνίπτω|scatter
ἀποσκνιφόω|obscurcir,
ἀποσκολοπίζω|skin, strip off
ἀποσκολοπίξω|remove stumbling-blocks
ἀποσκοπέω|observer de loin, examiner à distance,
ἀποσκορακίζω|envoyer aux corbeaux (au diable), chasser avec colère ou mépris,
ἀποσκορακισμός|imprécation,
ἀποσκοτίζω|see <lang="grc">ἀποσκοτέω</grc>
ἀποσκοτόομαι|to be darkened, blinded
ἀποσκουτλόω|deprive of its paving
ἀποσκυβαλίζω|treat as vile refuse
ἀποσκυδμαίνω|s'irriter contre,
ἀποσκυθίζω|scalp (as the Scythians did)
ἀποσκυλεύω|dépouiller,
ἀποσκωπεύω|dance the figure
ἀποσκωπτικῶς|in a jeering way
ἀποσκόπιος|qui s'écarte du but,
ἀποσκότωσις|darkening, loss of sight
ἀποσκύλλω|dépouiller,
ἀποσκώπτω|railler,
ἀποσμάω|essuyer, nettoyer,
ἀποσμήχω|essuyer,
ἀποσμίλευμα|a chip, shaving
ἀποσμηκτέον|one must wipe clean
ἀποσμικρύνω|diminuer,
ἀποσμιλεύω|rogner, tailler, polir,
ἀποσμύχομαι|to be consumed as by a slow fire, waste, pine away
ἀποσοβέω|scare away
ἀποσοβητέον|one must shun
ἀποσοβητήρ|one that scares away
ἀποσοβητικός|driving away, averting
ἀποσοφόομαι|become wise
ἀποσπάδιος|torn off or away from
ἀποσπάς|torn off from
ἀποσπάω|tear or drag away from
ἀποσπένδω|faire une libation de,
ἀποσπαλακόω|blind
ἀποσπαράσσω|arracher un lambeau de,
ἀποσπαργανόω|take off the swaddling-clothes
ἀποσπαρθάζω|quiver
ἀποσπασμάτιον|petit fragment,
ἀποσπασμός|tearing away, severing
ἀποσπαστέον|one must sever
ἀποσπείρω|jeter comme une semence,
ἀποσπερμάτισις|emission of semen
ἀποσπερμαίνω|répandre une semence,
ἀποσπερματόομαι|to be converted into semen
ἀποσπεύδω|dissuader fortement :
ἀποσπινθηρίζω|jeter des étincelles,
ἀποσπινθηρισμός|the emission of sparks
ἀποσπογγίζω|éponger,
ἀποσπογγισμά|dirt wiped off, with a sponge
ἀποσπογγισμός|action d'éponger,
ἀποσπογγιστέον|one must wipe off
ἀποσποδέω|user, épuiser,
ἀποσπουδάζω|dissuade eagerly
ἀποστάζω|let fall drop by drop, distil away
ἀποστάτης|qui fait défection,
ἀποστέγασμα|abri contre,
ἀποστέγασσις|plastering
ἀποστέγω|shelter or protect
ἀποστέλλω|send off or away from
ἀποστένω|pousser un gémissement,
ἀποστένωσις|straitening, straits
ἀποστέργω|get rid of love, love no more
ἀποστέρησις|deprivation
ἀποστήριγμα|stay, support
ἀποστήριξις|point d'appui pour un levier,
ἀποστίζω|marquer avec des points ou des lignes,
ἀποστίλβω|to be bright from or with
ἀποσταδά|en se tenant au loin, de loin
ἀποσταδόν|from afar
ἀποσταλτέον|one must send away
ἀποστασία|défection, abandon d'un parti,
ἀποστασίου|for having forsaken his
ἀποστατέον|one must stand off from
ἀποστατέω|stand aloof from
ἀποστατήρ|see <lang="grc">ἀποστάτης</grc>
ἀποστατικός|of or for rebels, rebellious
ἀποσταυρόω|fermer d'une palissade,
ἀποσταχύω|commencer à donner des épis, monter en épis,
ἀποστείχω|s'en aller,
ἀποστεγάζω|uncover
ἀποστεγνόω|cover close
ἀποστενοχωρέω|see <lang="grc">στενοχωρέω</grc>
ἀποστενωτικός|straitening
ἀποστενόω|rétrécir,
ἀποστεπτικός|of or for discrowning
ἀποστερέω|rob, despoil, defraud
ἀποστερίζω|see <lang="grc">ἀποστερέω</grc>
ἀποστερεόω|rendre tout à fait solide,
ἀποστερητέον|one must defraud
ἀποστερητής|qui prive de, spoliateur,
ἀποστερητικός|propre à frustrer de,
ἀποστερητρίς|spoliatrice, voleuse,
ἀποστερνίζω|expectorate
ἀποστεφανόω|dépouiller de la couronne,
ἀποστηθίζω|repeat by heart
ἀποστηματίας|malade d'un abcès,
ἀποστηματικός|semblable à un abcès,
ἀποστηματώδης|semblable à un abcès,
ἀποστηρίζομαι|fix firmly
ἀποστιβής|off the road, solitary
ἀποστιλβόω|make to shine
ἀποστλέγγισμα|crasse ou saleté qu'on ôte avec le strigile,
ἀποστλεγγίζω|racler avec la brosse, se racler le corps, ou la sueur
ἀποστολή|sending off or away
ἀποστολεύς|intendant maritime,
ἀποστολικός|apostolique,
ἀποστολιμαῖος|qu'on envoie,
ἀποστομίζω|émousser,
ἀποστοματίζω|teach by word of mouth, teach by dictation
ἀποστομόω|stop the mouth of
ἀποστράβοομαι|become squinting
ἀποστράπτω|flash forth
ἀποστράτηγος|retired general
ἀποστρέφω|turn back
ἀποστραγγίζω|check
ἀποστραγγαλίζω|étrangler,
ἀποστρακίζω|see <lang="grc">ἀποστρακόω</grc>
ἀποστρακόομαι|become dry like a potsherd
ἀποστρατεύομαι|se retirer du service : 
ἀποστρατοπεδεύομαι|camper à part, loin de,
ἀποστρεβαλόομαι|to be horribly tortured
ἀποστρεπτικός|repellent
ἀποστροφή|turning back
ἀποστροφία|qui détourne du mal (Aphroditè)
ἀποστρυθάομαι|disturb, move
ἀποστρώννυμι|pave
ἀποστυγέω|s'éloigner avec horreur de, repousser avec horreur, abhorrer,
ἀποστυπάζω|chasser à coups de bâton,
ἀποστυφελίζω|repousser ou séparer avec violence :
ἀποστόλιον|tax for escort
ἀποστόμωσις|action de déboucher,
ἀποστύγησις|abhorrence
ἀποστύφω|draw up, contract
ἀποσυγχωρέω|give up, withdraw
ἀποσυκάζω|gather figs
ἀποσυλάω|piller, ravir :
ἀποσυμβαίνω|to be absent
ἀποσυμβιβάζω|make good a deficiency
ἀποσυμβουλεύω|dissuade
ἀποσυμμίγνυμι|mingle
ἀποσυνάγω|faire revenir de, guérir de :
ἀποσυνάγωγος|exclu de la synagogue,
ἀποσυνέργησις|adverse influence
ἀποσυνίστημι|appoint a representative
ἀποσυνεθίζω|déshabituer de,
ἀποσυνεργέω|ne pas coopérer, s'opposer à,
ἀποσυντάσσω|order to be supplied, PS
ἀποσυρίζω|siffler fortement,
ἀποσυριγγόω|creuser en forme de flûte, rendre fistuleux,
ἀποσυσσιτέω|être absent de la table commune,
ἀποσυστατικὰ|of recommendation, power of attorney
ἀποσφάζω|égorger,
ἀποσφάλλω|lead astray, drive in baffled course
ἀποσφάξ|taillé à pic, escarpé,
ἀποσφήλωσις|failure
ἀποσφήνωμα|wedgeshaped block
ἀποσφήνωσις|impaction
ἀποσφίγγω|serrer, comprimer,
ἀποσφαίρισις|throwing off, flinging as a ball
ἀποσφαιρίζομαι|to be thrown off like a ball
ἀποσφαιρόω|rendre sphérique, arrondir en forme de globe,
ἀποσφακέλισις|gangrène sèche,
ἀποσφακελίζω|to have one's limbs frost-bitten and mortified
ἀποσφαλμάω|fall headlong
ἀποσφενδονάω|lancer avec la fronde ou comme avec la fronde,
ἀποσφενδόνητος|repoussé à coups de projectiles lancés par des frondes,
ἀποσφηκόω|relâcher, détacher,
ἀποσφηνόω|wedge tight in
ἀποσφράγισμα|impression of a seal
ἀποσφραίνω|imprégner de l'odeur de :
ἀποσφραγίζω|seal up
ἀποσφραγιστής|resignator
ἀποσφραντέον|one must cause to smell
ἀποσφυρηλατέω|shape on the anvil
ἀποσχάζω|open
ἀποσχίζω|séparer en fendant, fendre, couper ;
ἀποσχίς|branches
ἀποσχαλίδωμα|bois fourchu supportant des filets à la chasse,
ἀποσχαστέον|one must scarify
ἀποσχεδιάζω|make off hand
ἀποσχετέον|one must abstain
ἀποσχετική|dimissoria
ἀποσχηματίζω|changer l'extérieur, transformer,
ἀποσχοινίζω|séparer par une corde tendue, séparer, isoler,
ἀποσχολάζω|rest, recreate
ἀποσωματωσις|conversion from corporeal substance
ἀποσωρεύω|heap up, accumulate
ἀποσόβημα|that which averts evil
ἀποσόβησις|scaring away
ἀποσύρω|enlever en raclant ou en rasant,
ἀποσῴζω|save or preserve from
ἀποτάδην|stretched at length
ἀποτάσσω|set apart, assign specially
ἀποτάφρευσις|retranchement au moyen d'un fossé,
ἀποτέγγω|dip
ἀποτέλειος|magistrate
ἀποτέλεσις|achèvement,
ἀποτέλεσμα|ce qui achève ou termine,
ἀποτέμνω|cut off, sever
ἀποτήκω|meltaway from
ἀποτίθημι|put away, stow away
ἀποτίκτω|enfanter,
ἀποτίλλω|pluck, pull out
ἀποτίμαστος|dishonoured
ἀποτίμημα|bien grevé d'hypothèques,
ἀποτίμησις|pledging of a property, mortgaging
ἀποτίναγμα|ce qu'on fait tomber en secouant ou en peignant (du chanvre), objet de rebut,
ἀποτίνω|repay
ἀποταγή|renonciation au monde,
ἀποτακτέον|one must exclude
ἀποτακτήρ|anchorite, hermit
ἀποταμία|larder
ἀποταμιεύομαι|lock up, keep
ἀποταρταρόομαι|suffer hell
ἀποταυρόομαι|to be like a bull
ἀποταφρεύω|faire un retranchement au moyen d'un fossé,
ἀποτείνω|stretch out, extend
ἀποτείχισις|walling off of a town, blockading
ἀποτείχισμα|retranchement, ligne de défense,
ἀποτειχίζω|wall off
ἀποτειχιστέον|one must wall off
ἀποτεκμαίρομαι|conjecturer d'après certains indices,
ἀποτεκνόομαι|to be deprived of children
ἀποτελέσιμος|effective
ἀποτελέω|mener à terme,
ἀποτελείωσις|bringing to perfertion
ἀποτελειόω|faire venir à maturité,
ἀποτελεσματικός|productive of material objects
ἀποτελεσματογραφία|horoscope,
ἀποτελεσματολόγος|tireur d'horoscopes,
ἀποτελεστέον|one must complete
ἀποτελεστικός|causative, productive
ἀποτελευτάω|end
ἀποτελεύτησις|ending
ἀποτελωνέομαι|get discharge from the customs, PLond.ined.
ἀποτεμαχίζω|cut a portion off, sever
ἀποτερατεύομαι|to be astonished as by a prodigy
ἀποτερματίζω|borner,
ἀποτερματισμός|détermination,
ἀποτετερματισμένως|definitely
ἀποτετραίνω|perforate
ἀποτετραγωνίζω|square
ἀποτευκτικός|causing failure or miscarriage
ἀποτεφρόω|réduire en cendres,
ἀποτηγανίζω|eat off the gridiron, eat broiled
ἀποτηρέω|surveiller à distance,
ἀποτιλάω|pass
ἀποτιλμός|tearing away
ἀποτιμάω|fail to honour, slight
ἀποτιμητής|one who receives in pledge
ἀποτινάσσω|faire tomber en secouant,
ἀποτιστέον|one must pay
ἀποτμήγω|cut off from
ἀποτμήξ|coupé, taillé à pic,
ἀποτμητέον|one must cut off
ἀποτολμάω|affronter le danger, 
ἀποτολμητέον|one must venture
ἀποτομάς|abrupt, sheer
ἀποτομή|cutting off
ἀποτομία|caractère incisif ou tranchant, dureté,
ἀποτοξεύω|shoot off arrows
ἀποτορνεύω|travailler sur le tour, arrondir,
ἀποτράγημα|reliefs d'un repas,
ἀποτρέπω|turn away from
ἀποτρέφω|feed, support
ἀποτρέχω|run off or away
ἀποτρίβω|wear out
ἀποτρίς|trois fois,
ἀποτρίτωσις|réduction au tiers (d'un liquide)
ἀποτραχηλίζω|serrer le cou, étrangler,
ἀποτραχύνω|rendre rude, 
ἀποτρεπτέον|one must turn away, divert
ἀποτρεπτικός|propre à détourner de,
ἀποτριάζω|to be victorious in wrestling
ἀποτριβή|rubbing away, wearing out, depreciation
ἀποτριτόω|réduire au tiers,
ἀποτροπάδην|en se détournant,
ἀποτροπή|turningaway, averting
ἀποτροπίασμα|sacrifice to avert evil
ἀποτροπιάζω|détourner ou écarter de soi,
ἀποτροπιασμός|action de détourner par un sacrifice,
ἀποτροπιαστής|averter
ἀποτροπιαστικός|fit for averting
ἀποτροφή|nourriture, entretien,
ἀποτροχίζω|deporto
ἀποτρυγάω|pluck grapes or fruit
ἀποτρυγίζω|clarifier du vin,
ἀποτρόπαιος|averting evil
ἀποτρόφιμος|furnishing sustenance
ἀποτρύζω|emit a sound
ἀποτρύω|fatiguer, épuiser :
ἀποτρώγω|ronger :
ἀποτυγχάνω|fail in hitting or gaining
ἀποτυμπανίζω|rouer de coups de bâton,
ἀποτυμπανισμός|bastonnade,
ἀποτυπόω|modeler ou façonner d'après un modèle,
ἀποτυρόω|make into cheese
ἀποτυφλόω|make quite blind
ἀποτυχής|qui se trompe ou échoue,
ἀποτυχία|échec, mauvaise fortune,
ἀποτόρνωσις|rounding off
ἀποτύμβιος|away from the tomb
ἀποτύπτω|frapper jusqu'à épuisement ou jusqu'au bout,
ἀποτύπωμα|impression,
ἀποτύπωσις|action de marquer d'une empreinte,
ἀποτύφλωσις|cécité,
ἀποτύφω|burn
ἀποτῆλε|au loin, loin de,
ἀπουλωτικός|propre à cicatriser,
ἀπουλόω|cicatriser,
ἀπουρέω|rejeter en urinant,
ἀπουρία|issue of free and slave
ἀπουρίζω|déplacer les bornes (d'un champ), empiéter sur, usurper,
ἀπουραγέω|conduire ou commander l'arrière-garde,
ἀπουρόω|avoir le vent contraire,
ἀπουσία|absence
ἀπουσιάζω|see <lang="grc">ἀποσπερματίζω</grc>
ἀποφάσκω|nier, contredire,
ἀποφέρβομαι|feed on
ἀποφέρω|carry off or away
ἀποφαίνω|faire paraître,
ἀποφαγεῖν|eat off, eat up
ἀποφαιδρύνω|éclaircir, purifier, nettoyer,
ἀποφαλακρόομαι|become bald
ἀποφαντέον|one must pronounce
ἀποφαντικός|qui affirme ou exprime l'affirmation,
ἀποφατικός|négatif,
ἀποφενακίζω|delude, mock
ἀποφευκτικός|qui permet d'échapper,
ἀποφεύγω|flee from, escape
ἀποφθέγγομαι|speak one's opinion plainly
ἀποφθίνω|perish utterly, die away
ἀποφθαλμόομαι|look askance at
ἀποφθαράξασθαι|snort
ἀποφθείρω|destroy utterly, ruin
ἀποφθεγκτήριον|an utterance
ἀποφθεγματίας|dealer in saws and proverbs
ἀποφθεγματικός|dealing in apophthegms, sententious
ἀποφθινύθω|perish
ἀποφθορά|abortion, miscarriage
ἀποφιμόω|muzzle completely
ἀποφλαυρίζω|avilir, rabaisser,
ἀποφλεγμαίνω|s'amortir, s'apaiser,
ἀποφλεγματίζω|faire évacuer les phlegmes,
ἀποφλεγματικός|propre à faire évacuer les phlegmes,
ἀποφλεγματισμός|expulsion des phlegmes,
ἀποφλεγματιστέον|one must promote the discharge of phlegm
ἀποφλογίζω|burn up
ἀποφλογόομαι|s'enflammer,
ἀποφλοιόω|ôter l'écorce,
ἀποφλύζω|rejeter en bouillonnant.
ἀποφοβέομαι|to be scared away
ἀποφοιβάζω|utter by inspiration
ἀποφοιτάω|cease to attend
ἀποφορά|payment of what is due, tax, tribute
ἀποφορέω|carry away
ἀποφορτίζομαι|se décharger de,
ἀποφορτισμός|action de se décharger l'estomac,
ἀποφράγνυμι|enfermer, obstruer,
ἀποφράζω|explain
ἀποφράς|dont il ne faut pas parler, maudit, néfaste ;
ἀποφράσσω|block up, stop up
ἀποφρύγω|faire griller, griller, brûler,
ἀποφυάς|appendice, dépendance, ramification,
ἀποφυγή|escape or place of refuge
ἀποφυλάττω|store up
ἀποφυλλίζω|effeuiller,
ἀποφυσάω|blow away
ἀποφυσητέον|one must blow off, away
ἀποφυτεία|plantation d'une bouture,
ἀποφυτεύω|planter une bouture,
ἀποφωνέω|depose in evidence
ἀποφόρητος|qu'on peut emporter ; 
ἀποφύλιος|d'une race étrangère,
ἀποφύσησις|blowing away
ἀποφύω|produce
ἀποφώζω|dry
ἀποφώλιος|empty, vain, idle
ἀποφώρ|thief
ἀποχάζομαι|s'éloigner de,
ἀποχάραξις|incision,
ἀποχάρισμα|deed of gift
ἀποχέτευμα|branch
ἀποχέτευσις|action de détourner un cours d'eau, dérivation,
ἀποχέω|répandre, épancher, s'épancher, se répandre,
ἀποχή|distance
ἀποχαιρετίζω|say farewell, take leave
ἀποχαλάω|relâcher,
ἀποχαλινόω|ôter le mors, débrider,
ἀποχαλκίζω|dépouiller de son argent,
ἀποχαλκεύω|garnir de cuivre ou d'airain,
ἀποχαράσσω|erase, obliterate
ἀποχαρίζομαι|accorder la faveur de,
ἀποχαριστέω|return thanks
ἀποχειμάζω|blow over
ἀποχειρίζω|cut off the hand
ἀποχειροβίοτος|living by the work of one's hands
ἀποχειροτονέω|vote by show of hands away from
ἀποχειροτονία|deposition
ἀποχειροτονητέον|one must reject a claim to
ἀποχετεύω|draw off
ἀποχηρόομαι|to be bereft of
ἀποχλωρίας|one whose complexion has become pale
ἀποχοίρωσις|transmutation into swine
ἀποχορτάζω|feed to the full
ἀποχράω|suffice, be sufficient, be enough
ἀποχρέμπτομαι|expectorer, cracher,
ἀποχρήματος|qui enlève la fortune, ruineux,
ἀποχρίω|ôter un enduit, effacer,
ἀποχραίνω|colour, tint evenly
ἀποχρηματίζω|carry to an end, close
ἀποχρυσόω|convertir en or ou en monnaie d'or,
ἀποχρώντως|suffisamment,
ἀποχυλίζω|exprimer le jus de,
ἀποχυρόω|fortifier,
ἀποχυτήριον|sewer
ἀποχωλεύω|see <lang="grc">ἀποχωλόω</grc>
ἀποχωλόομαι|to be made quite lame
ἀποχωρέω|go from or away from
ἀποχωρήματα|excretions
ἀποχωρίζω|séparer :
ἀποχωρητέον|one must depart
ἀποχωριστέον|one must separate, remove
ἀποχωριστής|separator
ἀποχύλισμα|jus exprimé,
ἀποχώννυμι|fermer par une levée ou un retranchement,
ἀποχώρησις|retreat
ἀποχώρισις|separation
ἀποψάλλω|tirer vivement :
ἀποψάω|wipe off
ἀποψέ|tard,
ἀποψήφισις|acquittal
ἀποψήχω|see <lang="grc">ἀποψάω</grc>
ἀποψίλωσις|action de dénuder,
ἀποψίω|strip bare
ἀποψαλίζω|couper avec des ciseaux,
ἀποψεύδομαι|cheat grossly
ἀποψηφίζομαι|écarter par son vote :
ἀποψηφιστέον|one must acquit
ἀποψιλόω|strip off hair, make bald
ἀποψοφέω|émettre un bruit ronflant,
ἀποψωλέω|retrousser le prépuce,
ἀποψόφησις|action de lâcher un vent,
ἀποψύχω|leave off breathing, faint, swoon
ἀπούλωσις|cicatrisation,
ἀπούλωτος|free from scar
ἀπούρας|as, a
ἀπούρημα|urine passed
ἀπούρησις|action de rejeter en urinant ou d'uriner,
ἀπράγμων|free from business
ἀπρέπεια|manque de convenance, de régularité,
ἀπρήυντος|implacable
ἀπρίξ|comme les dents d'une scie, fermement, sans lâcher prise, prendre, saisir, tenir :
ἀπρίωτος|non opéré au moyen du trépan,
ἀπραγέω|do nothing, remain quiet
ἀπραγία|inaction, inertie,
ἀπραγμάτευτος|impracticable
ἀπραγμοσύνη|état d'un homme
ἀπραγόπολις|Castle of Indolence, Sans-souci
ἀπρακτέω|do nothing, to be idle
ἀπραξία|non-action
ἀπρασία|défaut de vente, manque d'acheteurs,
ἀπρεπής|qui ne convient pas, malséant, inconvenant, 
ἀπριάτην|sans rançon,
ἀπριγδόπληκτος|on, struck unceasingly
ἀπροαίρετος|qui se fait sans choix préalable, non délibéré,
ἀπροαιρεσία|défaut de choix préalable, défaut de réflexion,
ἀπροβουλία|want of premeditation
ἀπροβουλευσία|failure to look forward
ἀπροβούλευτος|unpremeditated
ἀπροδιηγήτως|without preface
ἀπροθέτως|sans dessein arrêté d'avance,
ἀπροθυμία|want of readiness
ἀπροιδής|unforeseen
ἀπροκάλυπτος|undisguised.
ἀπροκατασκεύαστος|non préparé,
ἀπροκοπία|lack of progress
ἀπροκρίτως|without discussion, admittedly
ἀπρομήθεια|défaut de prévoyance,
ἀπρομήθης|not known beforehand
ἀπρομήθητος|imprévu,
ἀπρονοησία|improvidence
ἀπρονοητέω|to be imprudent
ἀπρονόητος|unpremeditated
ἀπροξίς|burning bush, Dictamnus albus
ἀπροοιμίαστος|sans préface,
ἀπροπετία|absence de précipitation,
ἀπροπτωσία|art de ne pas céder trop promptement,
ἀπροσάρμοστος|not befitting
ἀπροσάρτητος|indépendant,
ἀπροσέγγιστος|gloss
ἀπροσέλευστος|not taken up
ἀπροσήγορος|not to be accosted, unapproachable
ἀπροσαγόρευτος|non mentionné,
ἀπροσαύδητος|à qui l'on n'adresse pas la parole,
ἀπροσδεής|qui n'a pas besoin de,
ἀπροσδιόνυσος|sans rapport avec la fête de Dionysos, sans à-propos, à contretemps,
ἀπροσδιόριστος|non défini,
ἀπροσδοκία|le fait de ne pas s'attendre à,
ἀπροσδόκητος|unexpected, unlooked for
ἀπροσεκτέω|ne pas faire attention, être négligent,
ἀπροσεξία|inattention, négligence,
ἀπροσηγορία|le fait de ne pas adresser la parole (à d'autres), manque de relations,
ἀπροσηνής|ungentle, harsh
ἀπροσθετέω|ne pas adhérer à une opinion,
ἀπροσκαίρως|unseasonably
ἀπροσκορής|qui ne produit pas la satiété, le dégoût,
ἀπροσκόλλητος|not adhering
ἀπροσμηχάνητος|against whom no device avails
ἀπροσπέλαστος|inabordable,
ἀπροσπαθής|sans affection ou passion, indifférent,
ἀπροσποίητος|unfeigned
ἀπροσπτωσία|freedom from error
ἀπροστάτευτος|sans défenseur, sans guide,
ἀπροστίμητος|without penalty
ἀπροστασίαστος|see <lang="grc">ἀπροστάτευτος</grc>
ἀπροστασίου|action judiciaire contre l'étranger domicilié sans répondant
ἀπροσφυής|incongruous
ἀπροσφωνητί|sans adresser la parole,
ἀπροσφώνητος|not accosted
ἀπροσωπόληπτος|qui ne fait pas acception des personnes, impartial,
ἀπροσόδευτος|not turned to profit
ἀπροσόμιλος|inabordable, insociable,
ἀπροσόρατος|qu'on n'ose regarder en face, terrible,
ἀπροσόρμιστος|où l'on ne peut aborder,
ἀπροτίελπτος|inespéré,
ἀπροτίμαστος|untouched, undefiled
ἀπροτίοπτος|invisible, obscure
ἀπροφάσιστος|qui ne cherche pas de prétexte, qui ne recule pas,
ἀπροφανής|imprévu,
ἀπροφύλακτος|not guarded against, unforeseen
ἀπροφώνητος|not announced beforehand
ἀπροόρατος|not previously seen
ἀπρυτάνευτος|without payment of
ἀπρόβατος|on, making no progress
ἀπρόβολος|unprotected
ἀπρόγραφος|non écrit publiquement,
ἀπρόδικος|without preliminary trial
ἀπρόεδρος|sans président, sans évêque,
ἀπρόθεσμος|non fixé d'avance,
ἀπρόθυμος|qui manque de bonne volonté, d'ardeur,
ἀπρόιτος|not proceeding or emanating
ἀπρόκοπος|making no progress
ἀπρόληπτος|non présumé, non préjugé,
ἀπρόξενος|sans hôte,
ἀπρόοδος|not proceeding or emanating
ἀπρόοπτος|imprévu,
ἀπρόπτωτος|non précipité, réfléchi,
ἀπρόρρητος|non prédit ou qu'on ne peut prédire,
ἀπρόσβατος|inaccessible
ἀπρόσβλεπτος|not to be looked at
ἀπρόσδεικτος|qu'on ne peut montrer (à cause de la hauteur)
ἀπρόσδεκτος|inadmissible,
ἀπρόσειλος|dont nul ne s'approche (près de qui nul ne se glisse) :
ἀπρόσεκτος|heedless, careless
ἀπρόσθετος|non accru par addition,
ἀπρόσθικτος|untouched, not to be touched
ἀπρόσικτος|inabordable,
ἀπρόσιτος|inabordable, inaccessible,
ἀπρόσκεπτος|unforeseen, not thought of
ἀπρόσκλητος|non précédé d'une assignation en justice,
ἀπρόσκοπος|@
ἀπρόσκοπος1|@
ἀπρόσκοπος2|@
ἀπρόσκοπτος|without offence
ἀπρόσκρουστος|qui ne heurte ou n'offense personne,
ἀπρόσληπτος|not taking or admitting
ἀπρόσλογος|not to the point
ἀπρόσμαχος|contre qui l'on ne peut combattre, irrésistible,
ἀπρόσμικτος|qui n'a pas de commerce avec, insociable,
ἀπρόσοδος|inabordable,
ἀπρόσοιστος|dont on ne peut supporter le choc, irrésistible,
ἀπρόσοπτος|not to be looked at, faced
ἀπρόσπλοκος|qu'on ne peut entrelacer ou unir,
ἀπρόσρητος|unaddressed
ἀπρόστομος|non terminé en pointe,
ἀπρόσφιλος|non aimable, malveillant,
ἀπρόσφορος|d'accès difficile ou dangereux,
ἀπρόσφυλος|qui n'est pas propre ou spécial à la tribu ou à la race,
ἀπρόσχημος|aequiformis
ἀπρόσχωρος|arrogant
ἀπρόσψαυστος|qu'on ne peut toucher ou qu'il ne faut pas toucher,
ἀπρόσωπος|without a face
ἀπρόφατος|unforetold, unexpected
ἀπρόχωστος|not silted up
ἀπτέρυγος|qui est encore sans ailes,
ἀπτέρωτος|unfeathered
ἀπτήν|unfledged, callow
ἀπταισία|fermeté d'allure, le fait de ne pas faire de faux pas,
ἀπτερέως|see <lang="grc">ἀπτέρως</grc>
ἀπτερύομαι|s'envoler,
ἀπτοεπής|à la parole hardie,
ἀπτολέμιστος|impropre à la guerre, non belliqueux,
ἀπτόητος|intrépide,
ἀπτώξ|without hares
ἀπτώς|qui ne tombe pas ; infaillible,
ἀπυρίτης|loaf
ἀπυρεξία|absence de fièvre,
ἀπυρηνομήλη|sonde (de chirurgien) sans bout arrondi,
ἀπφῦς|papa,
ἀπωθέω|thrust away, push back
ἀπωθία|refusal
ἀπωθητής|one who repels
ἀπωλεσίοικος|qui ruine une maison,
ἀπωμοσία|denial upon oath
ἀπωμοτικός|propre à nier avec serment
ἀπωνέομαι|racheter,
ἀπωρυγίζω|dig up
ἀπωρυγισμός|layering of
ἀπωρωσία|refus de se souder,
ἀπωσίκακος|repelling evil
ἀπωσικύματος|qui repousse les vagues,
ἀπωστέον|one must reject
ἀπωστικός|propre à repousser, répulsif,
ἀπωστός|thrust or driven away from
ἀπωτάτω|le plus loin de,
ἀπωτέρω|plus loin,
ἀπωχραίνω|faire jaunir, rendre jaune,
ἀπό|from, away from
ἀπόβαθρα|sacrifices on disembarkation
ἀπόβαθρα2|sacrifices on disembarkation
ἀπόβαμμα|water drawn from a sacred spring
ἀπόβασις|stepping off, disembarking
ἀπόβλεμμα|steadfast gaze
ἀπόβλεπτος|gazed on by all, admired
ἀπόβλεψις|look
ἀπόβλημα|anything cast away
ἀπόβλησις|outpouring
ἀπόβλητος|to be thrown away or aside
ἀπόβρεγμα|infusion
ἀπόβρεξις|moistening
ἀπόβρωμα|something deuoured
ἀπόγειος|from land, coming off land
ἀπόγευσις|tasting
ἀπόγλουτος|with small rump
ἀπόγνοια|désespoir,
ἀπόγνωσις|désespoir,
ἀπόγονος|qui descend de, qui vient de, descendant ;
ἀπόγραφος|transcrit, copié, 
ἀπόγυον|mooring cable
ἀπόδαρμα|hide
ἀπόδαστος|divided off
ἀπόδειξις|showing forth, making
ἀπόδεξις|action de recevoir,
ἀπόδεσις|action de lier, ligature,
ἀπόδεσμος|band, breastband, girdle
ἀπόδημος|qui voyage hors de son pays,
ἀπόδικος|rejected
ἀπόδομα|offrande,
ἀπόδοσις|giving back, restitution, return
ἀπόδοτος|liable to be repaid
ἀπόδουλος|freedman
ἀπόδραγμα|part taken off
ἀπόδρασις|running away, escape
ἀπόδρεψις|plucking off
ἀπόδρομος|qui ne court plus,
ἀπόδυσις|stripping, undressing
ἀπόερσε|enlever, entraîner
ἀπόζεμα|décoction,
ἀπόζευξις|unyoking
ἀπόζυγος|odd
ἀπόζυμος|in a state of fermentation
ἀπόζω|smell of
ἀπόζωσις|ungirding
ἀπόθεος|sans dieu, impie,
ἀπόθερμος|sans chaleur,
ἀπόθεσις|laying up in store
ἀπόθεστος|despised
ἀπόθετος|mis de côté,
ἀπόθητος|not desired
ἀπόθλιμμα|jus ou suc exprimé,
ἀπόθλιψις|pressing
ἀπόθραυσις|rupture d'une chose qui éclate, fracture d'un membre,
ἀπόθραυσμα|fragment ou débris détaché de,
ἀπόθρισμα|touffe de racines coupées,
ἀπόκαρμα|ce qui est tondu ou coupé,
ἀπόκαυμα|tison,
