TargetWord	LemmaWord	lsj (Liddell, Scott, Jones)
ἐκπεφευγοίην	ἐκφεύγω	flee out or away, escape
ἐκπεφυυῖαι	ἐκφύω	generate
ἐκπηδέω	ἐκπηδάω	leap out
ἐκπλήγνυμι	ἐκπλήσσω	strike out of, drive away from, expel
ἐκπλήκτως	ἔκπληκτος	terrifying
ἐκπλώω	ἐκπλέω	sail out or away
ἐκπνείω	ἐκπνέω	breathe out or forth
ἐκπρήσσω	ἐκπράσσω	bring about, achieve
ἐκπρίζω	ἐκπρίω	saw off
ἐκράανθεν	κραίνω	ṇ-y
ἐκράθην	ἐκρέω	flow out or forth
ἐκράθην	κεράννυμι	mix, mingle
ἐκρέμω	κρεμάννυμι	hramjan
ἐκρίθην	κρίνω	separate, put asunder, distinguish
ἐκρίθην	κριθάω	to be barley-fed, wax wanton
ἐκριπτέω	ἐκρίπτω	cast forth
ἐκσαόω	ἐκσῴζω	preserve from danger, keep safe
ἐκσεύω	ἐκσεύομαι	rush out or burst forth from
ἐκσιγάω	ἐκσιγάομαι	to be put to silence
ἐκσπερματόομαι	ἐκσπερματόω	convert into semen
ἐκστατικῶς	ἐκστατικός	inclined to depart from
ἐκστρατοπεδεύω	ἐκστρατοπεδεύομαι	encamp outside
ἐκτάμνω	ἐκτέμνω	cut out
ἐκτέθραμμαι	ἐκτρέφω	bring up from childhood, rear up
ἐκτέταμαι	ἐκτείνω	stretch out
ἐκτακείη	ἐκτήκω	melt out
ἐκτεθῆναι	ἐκτίθημι	set out, place outside
ἐκτελείω	ἐκτελέω	bring to an end, accomplish, achieve
ἐκτελείω	ἐκτελειόω	bring to perfection
ἐκτενέως	ἐκτενής	strained
ἐκτενῶς	ἐκτενής	strained
ἐκτιθηνέομαι	ἐκτιθηνέω	rearup, foster
ἐκτραπέλως	ἐκτράπελος	turning from the common course, perverse, strange
ἐκτραπῆναι	ἐκτρέπω	turn out of the course, turn aside
ἐκτροπίας οἶνος	οἶνος	wine
ἐκτρόπως	ἔκτροπος	turning out of the way.
ἐκτρύχω	ἐκτρυχόω	wear out, grind down, exhaust
ἐκτόλμως	ἔκτολμος	audacious
ἐκτόπως	ἔκτοπος	away from a place
ἐκτύπως	ἔκτυπος	worked in relief
ἐκτύπως	ἐκτυπόω	model or work in relief
ἐκφάσθαι	ἔκφημι	speak out or forth, utter loudly
ἐκφάτως	ἔκφατος	beyond power of speech
ἐκφαγεῖν	ἐξεσθίω	eat away, eat up
ἐκφαντικῶς	ἐκφαντικός	in Alc.Praef.
ἐκφανῶς	ἐκφανής	showing itself
ἐκφορικῶς	ἐκφορικός	belonging to or producing expression
ἐκφυῶς	ἐκφυής	abnormally developed
ἐκφῆναι	ἐκφαίνω	bring to light, reveal
ἐκφῦναι	ἐκφύω	generate
ἐκχεύω	ἐκχέω	pour out
ἐκχυμόομαι	ἐκχυμόω	extract juice from
ἐκχύμενος	ἐκχέω	pour out
ἐκχύνω	ἐκχέω	pour out
ἐκόμιξα	κομίζω	take care of, provide for
ἐκόνισσα	κονίω	make dusty, cover with clouds of dust
ἐκόπην	κόπτω	cut, strike
ἐκόσμηθεν	κοσμέω	order, arrange
ἐλάαν	ἐλαία	olive-tree
ἐλάαν	ἐλαύνω	drive, set in motion
ἐλάασκον	ἐλαύνω	drive, set in motion
ἐλάη	ἐλαία	olive-tree
ἐλάσασκε	ἐλαύνω	drive, set in motion
ἐλάτης	ἐλάτη	silver fir, Abies cephalonica
ἐλάω	ἐλαύνω	drive, set in motion
ἐλάϊνος	ἐλάινος	of olive-wood
ἐλέλικτο	ἐλελίζω1	whirl round
ἐλέλικτο	λίσσομαι	beg, pray
ἐλήλακα	ἐλαύνω	drive, set in motion
ἐλήλεγμαι	ἐλέγχω	disgrace, put to shame
ἐλήφθην	λαμβάνω	take
ἐλίσσετο	ἑλίσσω	turn round or about
ἐλίσσετο	λίσσομαι	beg, pray
ἐλαΐζω	ἐλαίζω	cultivate olives
ἐλαΐς	ἐλαίς	olive-tree
ἐλαίη	ἐλαία	olive-tree
ἐλαίη	ἐλαύνω	drive, set in motion
ἐλαθείς	ἐλαύνω	drive, set in motion
ἐλαολόγος	ἐλαιολόγος	olive-gatherer
ἐλαοφόρος	ἐλαιοφόρος	olive-bearing
ἐλασαίατο	ἐλαύνω	drive, set in motion
ἐλαττόω	ἐλασσόω	make less or smaller, diminish, reduce in amount
ἐλαφοσσοΐη	ἐλαφοσσοία	deer-hunting
ἐλαφρῶς	ἐλαφρός	light in weight
ἐλαφῶεν ὄρος	ὄρος	mountain, hill
ἐλαϊκῶς	ἐλαικός	of olives or oil
ἐλεγκτικῶς	ἐλεγκτικός	fond of cross-questioning or examining
ἐλεινός	ἐλεεινός	finding pity, pitied
ἐλεινῶς	ἐλεεινός	finding pity, pitied
ἐλελήθεε	λανθάνω	escape notice
ἐλελίσφακον	ἐλελίσφακος	salvia, Salvia triloba
ἐλελισφακίτης οἶνος	οἶνος	wine
ἐλελόγχει	λαγχάνω	obtain by lot
ἐλευθερίη	ἐλευθερία	freedom, liberty
ἐλευθερίως	ἐλευθέριος	speaking or acting like a freeman, free-spirited
ἐλευθεροπρεπῶς	ἐλευθεροπρεπής	worthy of a freeman
ἐληλέδατο	ἐλαύνω	drive, set in motion
ἐληλουθώς	ἔρχομαι	to come
ἐλθεῖν	ἔρχομαι	to come
ἐλθόντεσσιν	ἔρχομαι	to come
ἐλθών	ἔρχομαι	to come
ἐλλειπτικῶς	ἐλλειπτικός	elliptic, defective
ἐλλιμπάνω	ἐλλείπω	leave in
ἐλλιπῶς	ἐλλιπής	leaving out, omitting
ἐλλισάμην	λίσσομαι	beg, pray
ἐλλιτάνευε	λιτανεύω	pray, entreat
ἐλλογίμως	ἐλλόγιμος	held in account or regard
ἐλλοπίας	ἐλλοπίης	fish
ἐλλός	ἑλλός	a young deer, fawn
ἐλοῦμεν	λούω	l[acaron]vo
ἐλυσθείς	ἐλύω	roll round
ἐλόωσι	ἐλαύνω	drive, set in motion
ἐλᾷδας	ἐλαίς	olive-tree
ἐλᾷς	ἐλαύνω	drive, set in motion
ἐλῶ	ἐλαύνω	drive, set in motion
ἐλῶ	λάω2	seize, hold
ἐμάνην	μαίνομαι	rage, be furious
ἐμέθεν	ἐγώ	I at least, for my part, indeed, for myself
ἐμέθεν	μεθίημι	set loose, let go
ἐμέμηκον	μηκάομαι	bleat
ἐμέο	ἐγώ	I at least, for my part, indeed, for myself
ἐμέο	ἐμέω	vomit, throw up
ἐμίανα	μιαίνω	stain, dye
ἐμίν	ἐγώ	I at least, for my part, indeed, for myself
ἐμεμνήμην	μιμνήσκω	remind, put in mind
ἐμετωδέως	ἐμετώδης	accompanied by sickness
ἐμεωυτοῦ	ἐμαυτοῦ	of me, of myself
ἐμεῖο	ἐγώ	I at least, for my part, indeed, for myself
ἐμεῖο	ἐμέω	vomit, throw up
ἐμεῦ	ἐγώ	I at least, for my part, indeed, for myself
ἐμεῦ	ἐμέω	vomit, throw up
ἐμηνάμην	μαίνομαι	rage, be furious
ἐμησάμην	μήδομαι	to be minded, intend
ἐμμάσσω	ἐμμάσσομαι	knead bread in
ἐμμέσῳ	ἔμμεσος	intermediate
ἐμμί	εἰμί	to be, to exist
ἐμμίσθως	ἔμμισθος	in receipt of pay, hired
ἐμμανῶς	ἐμμανής	frantic, raving
ἐμμεθόδως	ἐμμέθοδος	according to rule or system
ἐμμελέως	ἐμμελής	in tune, harmonious
ἐμμενέως	ἐμμενής	abiding in
ἐμμόνως	ἔμμονος	abiding, lasting
ἐμνώοντο	μνάομαι	to be mindful of
ἐμπέδως	ἔμπεδος	in the ground, firm-set
ἐμπέδως	ἐμπεδόω	confirm, ratify
ἐμπίπρημι	ἐμπίμπρημι	b
ἐμπαθῶς	ἐμπαθής	in a state of emotion
ἐμπαλάσσω	ἐμπαλάσσομαι	to be entangled in
ἐμπείρως	ἔμπειρος	experienced or practised in
ἐμπεδῶς	ἐμπεδόω	confirm, ratify
ἐμπεράμως	ἐμπέραμος	skilled in the use of
ἐμπεριόδως	ἐμπερίοδος	in periods, periodic
ἐμπερόναμα	ἐμπερόνημα	a garment fastened with a brooch
ἐμπεταννύω	ἐμπετάννυμι	to unfold and spread in or on
ἐμπεφυυῖα	ἐμφύω	implant
ἐμπικραίνω	ἐμπικραίνομαι	to be bitter against
ἐμπλακείς	ἐμπλέκω	plait or weave in, entwine
ἐμπληθύνω	ἐμπληθύνομαι	to be filled with
ἐμπλώω	ἐμπλάζω	drive about in
ἐμπλώω	ἐμπλέω	sail in
ἐμπνείω	ἐμπνέω	blow or breathe upon
ἐμποδιζομένως	ἐμποδίζω	put the feet in bonds
ἐμπολόωντο	ἐμπολάω	get by barter or traffic
ἐμπορίη	ἐμπορία	commerce
ἐμπορεύω	ἐμπορεύομαι	travel
ἐμπορικῶς	ἐμπορικός	of or for commerce, mercantile
ἐμπορπόω	ἐμπορπάω	fasten with a brooch or pin
ἐμπράκτως	ἔμπρακτος	within one's power to do, practicable
ἐμπρίζω	ἐμπρίω	saw into
ἐμπροθέσμως	ἐμπρόθεσμος	within or before the stated time
ἐμπυρίως	ἐμπύριος	belonging to the empyrean
ἐμπυϊκός	ἐμπυικός	suffering from
ἐμπόνως	ἔμπονος	patient of labour
ἐμπύη	ἐμπυέω	suppurate
ἐμφανέως	ἐμφανής	showing in
ἐμφατικῶς	ἐμφατικός	forcible, expressive
ἐμφερῶς	ἐμφερής	answering to, resembling
ἐμφρόνως	ἔμφρων	in one's mind or senses, sensible
ἐμφύτως	ἔμφυτος	inborn, natural
ἐμψύχως	ἔμψυχος	having life in one, animate
ἐμψύχως	ἐμψυχόω	animate
ἐνάλλως	ἔναλλος	changed, contrary
ἐνάπηκα	ἐναφίημι	let drop into, put in
ἐνάρηρεν	ἐναραρίσκω	fit or fasten in
ἐνάρθρως	ἔναρθρος	jointed
ἐνάρχω	ἔναρχος	in office, in authority
ἐνάρχω	ἐνάρχομαι	begin the offering
ἐνέηκα	ἐνίημι	send in or into
ἐνένωτο	νοέω	Excerpta e libris Herodiani
ἐνέπηξα	ἐμπήγνυμι	fix or plant in
ἐνέποισα	ἐνέπω	tell or tell of
ἐνέωσα	ἐνωθέω	thrust in or upon
ἐνέωσα	νεόω	renovate, change
ἐνήνεγμαι	φέρω	bear or carry a load
ἐνήνοχα	φέρω	bear or carry a load
ἐνήρατο	ἐναίρω	slay
ἐνήρυγον	ἐνερεύγομαι	belch on
ἐνί	ἐν	in, into.
ἐνίπλειος	ἔμπλεος	quite full of
ἐνίσπω	ἐνέπω	tell or tell of
ἐναίμων	ἔναιμος	with blood in one
ἐναίμως	ἔναιμος	with blood in one
ἐναγκυλέω	ἐναγκυλάω	fit thongs
ἐναγωνίως	ἐναγώνιος	of or for a contest, contending in the games
ἐναιέτιον	ναιετάω	dwell
ἐναισίμως	ἐναίσιμος	ominous, fateful
ἐναμίλλως	ἐνάμιλλος	engaged in equal contest with, a match for
ἐναμμένος	ἐνάπτω	bind on or to
ἐναντία	ἐναντίος	opposite
ἐναντίον	ἐναντίος	opposite
ἐναντίως	ἐναντίος	opposite
ἐναντιοπαθῶς	ἐναντιοπαθής	of contrary properties.
ἐναπογράφω	ἐναπόγραφος	registered
ἐναπονίζομαι	ἐναπονίζω	wash clean in
ἐναπονίπτω	ἐναπονίζω	wash clean in
ἐναπόλλυμι	ἐναπόλλυμαι	perish in
ἐναργέως	ἐναργής	visible, palpable, in bodily shape
ἐναργῶς	ἐναργής	visible, palpable, in bodily shape
ἐναρμόττω	ἐναρμόζω	fit or fixin
ἐνδέκομαι	ἐνδέχομαι	take upon oneself
ἐνδέομαι	ἐνδέω	bind in, on or to
ἐνδέομαι	ἐνδέω1	bind in, on or to
ἐνδήλως	ἔνδηλος	visible, manifest, clear
ἐνδεεστέρως	ἐνδεής	wanting or lacking in, in need of
ἐνδεικτικῶς	ἐνδεικτικός	probative
ἐνδελεχῶς	ἐνδελεχής	continuous, perpetual
ἐνδεύομαι	ἐνδέω2	fall short
ἐνδεύομαι	ἐνδεύω	to be wanting
ἐνδεῖ	ἐνδέω	bind in, on or to
ἐνδεῖ	ἐνδέω1	bind in, on or to
ἐνδεῶς	ἐνδεής	wanting or lacking in, in need of
ἐνδιάασκον	ἐνδιάω	stay in the open air
ἐνδιαθέτως	ἐνδιάθετος	residing in the mind
ἐνδιαλλάττω	ἐνδιαλλάσσω	alter
ἐνδινεύω	ἐνδινέω	roll
ἐνδοιασίμως	ἐνδοιάσιμος	doubtful
ἐνδοιαστῶς	ἐνδοιαστός	doubtful
ἐνδοτικῶς	ἐνδοτικός	yielding, soft
ἐνδοῖ	ἐνδέω	bind in, on or to
ἐνδύνω	ἐνδύω	go into
ἐνείχθην	φέρω	bear or carry a load
ἐνεείσατο	ἔνειμι	sum
ἐνειλίσσω	ἐνελίσσω	roll up in
ἐνεοστασίη	ἐνεοστασία	standing dumb
ἐνεργῶς	ἐνεργής	active, effective
ἐνεργῶς	ἐνεργός	at work, active, busy
ἐνερεύγω	ἐνερεύγομαι	belch on
ἐνεσίη	ἐνεσία	suggestion
ἐνεστώς	ἐνίστημι	put, place in
ἐνευλογέω	ἐνευλογέομαι	to be blessed in
ἐνεχθείς	φέρω	bear or carry a load
ἐνεῖκαι	φέρω	bear or carry a load
ἐνεῶς	ἐνεός	dumb, speechless
ἐνημμένος	ἐνάπτω	bind on or to
ἐνθέμεν	ἔρχομαι	to come
ἐνθέμεν	ἐντίθημι	put in
ἐνθέσμως	ἔνθεσμος	lawful
ἐνθέως	ἔνθεος	full of the god, inspired, possessed
ἐνθαῦτα	ἐνταῦθα	here, there
ἐνθεαστικῶς	ἐνθεαστικός	inspired
ἐνθεῖν	ἔρχομαι	to come
ἐνθεῦτεν	ἐντεῦθεν	hence or thence
ἐνθλιπτικῶς	ἐνθλιπτικός	pressing.
ἐνθουσία	ἐνθουσιάζω	to be inspired or possessed by a god, to be in ecstasy
ἐνθουσιάω	ἐνθουσιάζω	to be inspired or possessed by a god, to be in ecstasy
ἐνθουσιαστικῶς	ἐνθουσιαστικός	inspired
ἐνθουσιωδῶς	ἐνθουσιώδης	ecstatic
ἐνθυμηματικῶς	ἐνθυμηματικός	determined, resolute
ἐνθύμια	ἐνθύμιος	taken to heart, weighing upon the mind
ἐνθύμως	ἔνθυμος	spirited
ἐνιζεύγνυμι	ἐνζεύγνυμι	yoke
ἐνιθνῄσκω	ἐνθνήσκω	die in
ἐνικλείω	ἐγκλείω	shut in, close
ἐνικρίνω	ἐγκρίνω	reckon in or among: reckon as
ἐνιπλήσσω	ἐμπλήσσω	strike against, fall upon or into
ἐνιπλώω	ἐμπλέω	sail in
ἐνιπρήθω	ἐμπρήθω	blow up, inflate
ἐνισκήπτω	ἐνσκήπτω	hurl, dart in or upon
ἐνισκίμπτω	ἐνσκίμπτω	lean upon
ἐνισπεῖν	ἐνέπω	tell or tell of
ἐνιτρέφω	ἐντρέφω	bring up or train in
ἐνιχρίμπτω	ἐγχρίμπτω	bring near to
ἐννάσσαντο	ἐνναίω	dwell in
ἐνναέτειρα	ἐνναετήρ	inmate, inhabitant
ἐνναίρω	ἐναίρω	slay
ἐνναυπηγέω	ἐνναυπηγέομαι	have ships built in it
ἐννεαπνεύμονος	ἐννεαπνεύμων	'nine winds strong'
ἐννενήκοντα	ἐνενήκοντα	ninety
ἐννενώκασι	ἐννοέω	have in one's thoughts, consider, reflect
ἐννεσίη	ἐνεσία	suggestion
ἐννοηματικῶς	ἐννοηματικός	notional
ἐννόμως	ἔννομος	ordained by law, lawful, legal
ἐννώσας	ἐννοέω	have in one's thoughts, consider, reflect
ἐνολισθαίνω	ἐνολισθάνω	fall in
ἐνορέω	ἐνοράω	see, remark, observe
ἐνρύθμως	ἔνρυθμος	of rhythm
ἐνστατικῶς	ἐνστατικός	setting oneself in the way, stubborn, savage
ἐνστροφαί	ἐνστροφή	haunts
ἐντάμνω	ἐντέμνω	cut in, engrave upon
ἐντέχνως	ἔντεχνος	within the range or province of art
ἐντί	εἰμί	to be, to exist
ἐντίμως	ἔντιμος	in honour, honoured
ἐνταυθί	ἐνταῦθα	here, there
ἐντελῶς	ἐντελής	complete, full
ἐντιμόω	ἐντιμάω	value in or among
ἐντρεπτικῶς	ἐντρεπτικός	fit to put one to shame
ἐντρεχῶς	ἐντρεχής	skilful, ready
ἐντρώγω	ἐντραγεῖν	eat dessert
ἐντόνως	ἔντονος	sinewy
ἐντόρνως	ἔντορνος	turned with the lathe
ἐντόσθια	ἐντόσθιος	intestinal
ἐνωμότως	ἐνώμοτος	bound by oath
ἐνωτοκοῖται	ἐνωτοκοίτης	with ears large enough to sleep in
ἐνόπαι	ἐνόπη	ear-ring
ἐνόρκως	ἔνορκος	having sworn, bound by oath
ἐνόρκως	ἐνορκόω	adjure
ἐνόρχαν	ἐνόρχης	he-goat
ἐνύδριος	ἔνυδρις	otter, Lutra vulgaris
ἐνύλως	ἔνυλος	involved or implicated in matter
ἐνῆργμαι	ἐνάρχομαι	begin the offering
ἐνῶρσα	ἐνόρνυμι	arouse, stir up in
ἐξ	ἐκ	from out of
ἐξάλλως	ἔξαλλος	special, distinguishing
ἐξάλμενος	ἐξάλλομαι	leap out of or forth from
ἐξέμεν	ἔξεστι	it is allowed, is possible
ἐξέμεν	ἐξίημι	send out, let
ἐξέμμορε	ἐκμείρομαι	obtain for one's lot
ἐξένθοις	ἐξέρχομαι	go or come out of
ἐξέπεσον	ἐκπίτνω	"see <span lang=""grc"">ἐκπίπτω</span>"
ἐξέπραθον	ἐκπέρθω	destroy utterly, sack
ἐξέπτη	ἐκπέτομαι	fly out or away
ἐξέσθω	ἐξίημι	send out, let
ἐξέχεα	ἐκχέω	pour out
ἐξέωσα	ἐξωθέω	thrust out, force out
ἐξήμεσα	ἐξεμέω	vomit forth, disgorge
ἐξίκω	ἐξικνέομαι	reach, arrive at
ἐξίλλω	ἐξείλλω	disentangle
ἐξίπταμαι	ἐκπέτομαι	fly out or away
ἐξαΐσσω	ἐξαίσσω	rush forth, start out
ἐξαίρετος	ἐξαιρετός	removable
ἐξαγεύμενος	ἐξηγέομαι	to be leader of
ἐξαδρύνω	ἐξαδρύνομαι	come to maturity
ἐξαισίως	ἐξαίσιος	beyond what is ordained or fated
ἐξαλήλιμμαι	ἐξαλείφω	plaster or wash over
ἐξαλεύομαι	ἐκσαλεύω	shake out
ἐξαμύνω	ἐξαμύνομαι	ward off from oneself, drive away
ἐξανύτω	ἐξανύω	accomplish, make effectual
ἐξαπάτης	ἐξαπάτη	deceit
ἐξαπάτης	ἐξαπατάω	deceive or beguile, deceive thoroughly
ἐξαπίνας	ἐξαίφνης	on a sudden
ἐξαπαλλάττω	ἐξαπαλλάσσω	set free from, remove from
ἐξαπολοίατο	ἐξαπόλλυμι	destroy utterly
ἐξαραίρημαι	ἐξαιρέω	take out
ἐξασφαλίζομαι	ἐξασφαλίζω	make secure
ἐξατιμόω	ἐξατιμάζω	dishonour utterly
ἐξαϊστόω	ἐξαιστόω	bring to naught, destroy
ἐξείρομαι	ἐξέρομαι	inquire into
ἐξείρομαι	ἐξείρω	put forth
ἐξεγγύη	ἐξεγγυάω	give up
ἐξεγρήγορα	ἐξεγείρω	awaken
ἐξειρύσας	ἐξερύω	draw out of
ἐξεκλήϊσαν	ἐκκλείω	shut out from
ἐξελάαν	ἐξελαύνω	drive out
ἐξελάω	ἐξελαύνω	drive out
ἐξελήλεγμαι	ἐξελέγχω	convict, confute, refute
ἐξενεγκεῖν	ἐκφέρω	carry out of
ἐξεπέτασα	ἐκπετάννυμι	spread out
ἐξερέομαι	ἐξέρομαι	inquire into
ἐξερέομαι	ἐξεράω	evacuate
ἐξερέομαι	ἐξερέω	will speak
ἐξερέομαι	ἐξερέω1	will speak
ἐξεργαστικῶς	ἐξεργαστικός	able to accomplish
ἐξερεύγω	ἐξερεύγομαι	vomit forth
ἐξερῶ	ἐξεράω	evacuate
ἐξερῶ	ἐξερέω	will speak
ἐξεσίη	ἐξεσία	sending forth, mission, embassy
ἐξεσσύθην	ἐκσεύομαι	rush out or burst forth from
ἐξεταστικῶς	ἐξεταστικός	capable of examining into
ἐξεφαάνθην	ἐκφαίνω	bring to light, reveal
ἐξεῖπα	ἐξεῖπον	tell out, declare
ἐξηγητικῶς	ἐξηγητικός	of or for narrative
ἐξηγρόμην	ἐξεγείρω	awaken
ἐξηλιόω	ἐξηλιάζω	hang in the sun
ἐξηράμην	ἐξαίρω	lift up, lift off the earth
ἐξηράμην	ἐξαράομαι	utter curses
ἐξηράμην	ἐξεράω	evacuate
ἐξοδικῶς	ἐξοδικός	belonging to departure
ἐξοινόω	ἐξοινόομαι	to be drunk
ἐξολισθαίνω	ἐξολισθάνω	glide off, slip away
ἐξομνύω	ἐξόμνυμι	swear in excuse
ἐξομολογέω	ἐξομολογέομαι	confess
ἐξομολογουμένως	ἐξομολογέομαι	confess
ἐξορία	ἐξόριος	out of the bounds of one's country
ἐξοστεΐζω	ἐξοστείζω	take out the bones
ἐξουσιαστικῶς	ἐξουσιαστικός	authoritative, powerful
ἐξυδρίας ἄνεμος	ἄνεμος	wind
ἐξυπανίσταμαι	ἐξυπανίστημι	started up from under
ἐξωμιδοποιΐα	ἐξωμιδοποιία	manufacture of
ἐξωτικῶς	ἐξωτικός	foreign
ἐξόδιον	ἐξόδιος	of or belonging to an exit
ἐξόδιον	ἐξοδάω	sell
ἐξόν	ἔξεστι	it is allowed, is possible
ἐξόπιθε	ἐξόπιθεν	behind, in rear
ἐξόσδεις	ἐξόζω	smell
ἐξόχως	ἔξοχος	standing out, jutting
ἐξᾴττω	ἐξαίσσω	rush forth, start out
ἐξῆν	ἔξεστι	it is allowed, is possible
ἐοικώς	ἔοικα	to be like, look like
ἐοῦσα	εἰμί	to be, to exist
ἐπάκοος	ἐπήκοος	listening, giving ear to
ἐπάλμενος	ἐφάλλομαι	spring upon
ἐπάμερος	ἐφήμερος	living but a day
ἐπάναγκες	ἐπανάγκης	it is compulsory, necessary
ἐπάνδρως	ἔπανδρος	manly
ἐπάνδρως	ἐπανδρόω	make manly
ἐπάξω	ἐπάγνυμι	break
ἐπάξω	ἐπάγω	bring on
ἐπάξω	πάσσω	sprinkle
ἐπάπτω	ἐφάπτω	bind on or to
ἐπάπυσον	ἐπηπύω	shout in applause
ἐπάρην	πείρω	pierce, run through
ἐπάρηρα	ἐπαραρίσκω	fit to or upon, fasten
ἐπάρμενος	ἐπαραρίσκω	fit to or upon, fasten
ἐπάϊστος	ἐπάιστος	heard of, detected
ἐπέγεντο	ἐπιγίγνομαι	to be born after, come
ἐπέγρετο	ἐπεγείρω	awaken, rouse up
ἐπέδρη	ἐφέδρα	sitting by or before
ἐπέην	ἔπειμι1	sum
ἐπέην	ἐφίημι	send to
ἐπέκερσε	ἐπικείρω	cut off, cut down
ἐπέλκω	ἐφέλκω	drag or trail after
ἐπέμολε	ἐπιμολεῖν	come upon, befall
ἐπέπιθμεν	πείθω	persuade
ἐπέπλως	ἐπιπλέω	sail upon or over
ἐπέπταρε	ἐπιπταίρω	sneeze at
ἐπέπω	ἐφέπω	ply, wield
ἐπέσθω	ἐφίημι	send to
ἐπέσσυτο	ἐπισεύω	put in motion
ἐπέτεος	ἐπέτειος	annual
ἐπέφαντο	φαίνω	bring to light, cause to appear
ἐπέφαντο	θείνω	strike
ἐπέφραδον	φράζω	point out, show
ἐπέφυκον	φύω	bring forth, produce, put forth
ἐπέχυντο	ἐπιχέω	pour over
ἐπήλυθον	ἐπέρχομαι	come upon
ἐπήϊεν	ἔπειμι2	sum
ἐπίγειον	ἐπίγειος	on or of the earth, terrestrial
ἐπίδαμος	ἐπίδημος	at home
ἐπίδεξις	ἐπίδειξις	showing forth, making known
ἐπίδεσμον	ἐπίδεσμος	upper or outer bandage
ἐπίηλε	ἐπιάλλω	send upon
ἐπίημι	ἐφίημι	send to
ἐπίηρος	ἐπίηρα	acceptable
ἐπίλαμπτος	ἐπίληπτος	caught or detected in
ἐπίλασις	ἐπίλησις	forgetting, forgetfulness
ἐπίμπρας	πίμπρημι	burn, burn up
ἐπίπλοα	ἐπίπλοον	fold of the peritoneum, omentum
ἐπίπροσθε	ἐπίπροσθεν	before
ἐπίσειον	ἐπισείων	streamer
ἐπίσειον	ἐπισείω	shake at or against
ἐπίσπω	ἐφέπω	ply, wield
ἐπίσσωτρον	ἐπίσωτρον	metal hoop upon the felloe
ἐπίστημι	ἐφίστημι	set, place upon
ἐπίστιος	ἐφέστιος	at one's own fireside, at home
ἐπίστω	ἐφίστημι	set, place upon
ἐπίστω	ἐπίσταμαι	know
ἐπίστω	πιστόω	make trustworthy
ἐπίστᾳ	ἐπίσταμαι	know
ἐπίσφυρος	ἐπισφύριος	on the ankle
ἐπίϐοιον θῦμα	θῦμα	victim, sacrifice
ἐπαΐγδην	ἐπαίγδην	impetuously
ἐπαίνημι	ἐπαινέω	approve, applaud, commend
ἐπαΰω	ἐπαύω	shout over
ἐπαγλαΐζω	ἐπαγλαίζω	honour, grace
ἐπαγωγικῶς	ἐπαγωγικός	inductive
ἐπαινή	ἐπαινός	awesome
ἐπαινίω	ἐπαινέω	approve, applaud, commend
ἐπαινετῶς	ἐπαινετός	to be praised, praiseworthy, laudable
ἐπαιονέω	ἐπαιονάω	bathe, foment
ἐπακολούθως	ἐπακόλουθος	following
ἐπακρία	ἐπάκριος	on the heights
ἐπακτικῶς	ἐπακτικός	leading on
ἐπαληθείς	ἐπαλάομαι	wander about or over
ἐπαλλήλως	ἐπάλληλος	one close after another, in close order
ἐπαμμένος	ἐφάπτω	bind on or to
ἐπαμμένω	ἐφάπτω	bind on or to
ἐπαμμένω	ἐπαναμένω	wait longer
ἐπαμφέρω	ἐπαναφέρω	throw back upon
ἐπαμφοτέρως	ἐπαμφότερος	ambiguous
ἐπαναπλώω	ἐπαναπλέω	put to sea against
ἐπαναρριπτέω	ἐπαναρρίπτω	throw up in the air
ἐπαντέλλω	ἐπανατέλλω	raise
ἐπαξίως	ἐπάξιος	a
ἐπαξίως	ἐπαξιόω	think right, deem it right
ἐπαοιδή	ἐπῳδή	song sung to or over
ἐπαποπνίγομαι	ἐπαποπνίγω	choke besides
ἐπαρησάμενος	ἐπαράομαι	imprecate curses upon
ἐπαριστέρως	ἐπαρίστερος	towards the left, on the left hand
ἐπαρκῶς	ἐπαρκής	helpful
ἐπαφροδίτως	ἐπαφρόδιτος	lovely, fascinating, charming
ἐπαχθῶς	ἐπαχθής	heavy, ponderous
ἐπαύξομαι	ἐπαυξάνω	increase, enlarge
ἐπεάν	ἐπειδάν	whenever
ἐπείη	ἔπειμι1	sum
ἐπείη	ἐφίημι	send to
ἐπείνυμι	ἐπιέννυμι	put on besides or over
ἐπείπερ	ἐπεί	after that, since, when
ἐπεγερτικῶς	ἐπεγερτικός	awakening
ἐπεγχύνω	ἐπεγχέω	pour in upon or besides
ἐπεικώς	ἐφίημι	send to
ἐπειρωτάω	ἐπερωτάω	consult, inquire of
ἐπειρύσσασα	ἐπερύω	pull to
ἐπεισάκτως	ἐπείσακτος	brought in from outside
ἐπεκέκλετο	ἐπικέλομαι	call upon
ἐπελήλατο	ἐπελαύνω	drive upon
ἐπεμπάσσω	πεμπάζω	count on the five fingers
ἐπενδύω	ἐπενδύνω	put on over
ἐπενεῖκαι	ἐπιφέρω	bring, put or lay upon
ἐπενθών	ἐπέρχομαι	come upon
ἐπεξεργαστικῶς	ἐπεξεργαστικός	conclusive
ἐπεξῆς	ἐφεξῆς	in order, in a row, one after another
ἐπεπόνθη	πάσχω	have something done to one, suffer
ἐπεπόνθη	πεπονθέω	to be affected
ἐπεσκιασμένως	ἐπισκιάζω	throw a shade upon, overshadow
ἐπεσσυμένος	ἐπισεύω	put in motion
