<ανά>γνωστος	hard to read
ὀκνηρεύω	fill with reluctance
ὀκνητέον	one must shrink, hesitate
ὀκρίβας	platform or tribune
ὀκριάομαι	to be made rough or jagged
ὀκτάβλωμος	consisting of eight pieces
ὀκτάγωνον	octagon
ὀκτάδιον	bird-cage
ὀκτάειδος	containing eight ingredients
ὀκτάκερκις	with eight spokes
ὀκτάκλινον	dining-room of eight couches
ὀκτάλοβος	possessing eight lobes
ὀκτάξεστος	containing eight sextarii
ὀκτάπους	eight-footed
ὀκτάραβδος	with eight spokes
ὀκτάρουρος	tenant of eight
ὀκτάσφαιρος	system of eight spheres
ὀκτάτευχος	containing the first eight books of the Old Testament
ὀκτάτροπος	the first eight
ὀκτάτροχος	with eight wheels
ὀκτάτυπος	octotropos
ὀκτάφορος	octaphorus
ὀκταγράμματον	consisting of eight letters, PMag. Par.
ὀκταγωνικός	octagonal
ὀκταεδρικόν	of an octahedron
ὀκτακαιεικοσέτης	twenty-eight years old
ὀκτακισχιλιοστός	eight-thousandth
ὀκταμηνιαῖος	of eight months
ὀκταούγκιον	bes
ὀκταπλασιάζω	multiply by eight
ὀκταπλόος	eightfold
ὀκταπόδης	eight feet long
ὀκτασοῦφος	containing eight
ὀκτασσός	eightfold
ὀκταστάδιος	eight stadia long
ὀκταχῶς	in eight ways
ὀκτωή	hold, stay
ὀκτωκαιδέκακις	eighteen times
ὀκτωκαιδεκάπεδος	eighteen feet long
ὀκτωκαιδεκαετηρίς	period of eighteen years
ὀκτωκαιδεκαπλάσιος	eighteen-fold
ὀκτωκαιεικοστός	twenty-eighth
ὀκτωκαιτριακοντάμετρος	consisting of thirty-eight
ὀκτωκαιτριακόντεδρον	solid figure with thirty-eight faces
ὀκτώβιβλος	a workin eight volumes
ὀκτώβολοι	eight obols
ὀκτώιμος	bound, under obligation
ὀκτώμηνος	born in the eighth month
ὀκτώπους	eight feet long
ὀλέθρευσις	destruction
ὀλέθριος	destructive, deadly
ὀλίγανδρος	scant of men
ὀλίγος	little, small
ὀλίγωρος	littlecaring, lightly-esteeming, contemptuous
ὀλίσθημα	slip, fall
ὀλίσθησις	slipping and falling
ὀλβία	bliss
ὀλβίζω	make happy
ὀλβιογάστωρ	whose happiness is in his belly, a belly-god
ὀλβιοδαίμων	of blessed lot
ὀλβιοδώτης	bestower of bliss
ὀλβιοεργός	making happy
ὀλβιστήρ	one who makes prosperous
ὀλβιόβιος	giving a prosperous life
ὀλβιόδωρος	bestowing bliss
ὀλβιόθυμος	heart-gladdening
ὀλβιόπλουτος	blest in wealth
ὀλβιότυφος	happy in his own conceit
ὀλβιόφρων	leaning towards the rich
ὀλβοδοτήρ	giver of wealth
ὀλβοδότης	giver of bliss or wealth
ὀλβοθρέμμων	nursed amid wealth
ὀλβοθύλακος	money-bag
ὀλβομέλαθρος	of a wealthy house
ὀλβονομέω	live a prosperous life
ὀλβοφόρος	bringing bliss or wealth
ὀλεθριάω	to be on the point of death
ὀλεσίμβροτος	man-destroying
ὀλεσσιτύραννος	destroying tyrants
ὀληφόρος	bearer of the
ὀλιγάδελφος	having few brothers
ὀλιγανάφορος	quick in rising
ὀλιγαναφορία	quickness in rising
ὀλιγαρτία	scarcity of bread
ὀλιγαρχικός	oligarchical
ὀλιγηπελέων	having little power, in feeble case, powerless
ὀλιγιστάκις	most seldom
ὀλιγοέτης	of few years
ὀλιγοβαρής	light in weight
ὀλιγογράμματος	composed of few letters
ὀλιγοδάπανος	consuming or spending little
ὀλιγοδρομέω	to be retarded
ὀλιγοδυναμέω	have little power
ὀλιγοδύναμος	ineffectual
ὀλιγοθερμία	possession of little heat
ὀλιγοθυμέω	to be of little courage
ὀλιγοκέρως	with small horns
ὀλιγοκαρπέω	bear little fruit
ὀλιγολαλέω	prate little
ὀλιγομέρεια	small compass
ὀλιγομαθής	having learnt little
ὀλιγομετρία	the having few feet
ὀλιγοπαιδία	fewness of children
ὀλιγοπόλιος	with thin grey hair
ὀλιγοσαρκος	with little flesh
ὀλιγοσθενέω	to be faint
ὀλιγοσθενής	with little strength
ὀλιγοστάδιος	of few stadia
ὀλιγοσυλλαβία	fewness of syllables
ὀλιγοσύλλαβος	of few syllables
ὀλιγοσώματος	of small body or bulk
ὀλιγοτιμάω	quote less than the true price
ὀλιγοτοκέω	bring forth few
ὀλιγουπνέω	sleep little
ὀλιγουπνία	little or short sleep
ὀλιγοφραδής	little eloquent
ὀλιγοχρονέω	take a short time to rise
ὀλιγοχώρητος	small in area
ὀλιγοψυχία	faint-heartedness
ὀλιγωρητέον	one must esteem lightly
ὀλιγόβιος	short-lived
ὀλιγόβουλος	with little discretion
ὀλιγόδεια	contentment with little
ὀλιγόδενδρος	having few trees
ὀλιγόινος	with few fibres
ὀλιγόπνους	scant of breath
ὀλιγότης	fewness
ὀλιγότοκος	bringing forth few
ὀλιγότροφος	giving little nourishment
ὀλιγόυδρος	scant of water
ὀλιγόυλος	containing little matter
ὀλιγόυπνος	taking little or short sleep
ὀλιγόχορδος	with few strings
ὀλιγόχρυσος	having little gold, poor in gold
ὀλιγόω	lessen, diminish
ὀλιγόωρος	lasting a few hours
ὀλιγώρημα	act of negligence
ὀλιζόω	make less, diminish
ὀλισβοκόλλιξ	loaf in the shape of an
ὀλισθάνω	slip, fall upon a slippery path
ὀλισθηρός	slippery
ὀλισθοποιέω	labefacio
ὀλοίτροχος	large stone, boulder
ὀλοθρευτικός	destructive
ὀλολυγαῖος	screeching
ὀλολυγών	croaking of the male frog
ὀλολυκτόλης	addicted to wailing, An.Ox.
ὀλολύζω	cry with a loud voice
ὀλολύκτρια	professional crier at sacrifices
ὀλονθοφορέω	bear
ὀλονθοφόρος	bearing
ὀλοφρονέω	to be crafty, deceitful, Wiener Sitzb.
ὀλοφυρτέος	to be lamented
ὀλοφύρομαι	lament, wail, moan
ὀλοφώιος	destructive, deadly
ὀλοός	destructive, deadly
ὀλοόφρων	meaning mischief, baleful
ὀλυμπίας	the WNW. wind
ὀλυμπίας1	the WNW. wind
ὀλυμπιάς	Olympian
ὀλυμπιεῖον	temple of Olympian Zeus
ὀλυμπιοδρόμος	running at the Olympic games
ὀλυμπιονίκη	victory at Olympia
ὀλυμπιονίκης	conqueror in the Olympic games
ὀλυροκόπος	miller who grinds
ὀλόπτω	pluck out, tear out
ὀλός	@
ὀλός1	@
ὀλύρινος	of
ὀμάζω	growl
ὀμίχλη	mist, fog
ὀμβρέω	rain
ὀμβρία	rain
ὀμβρηγενής	rain-born
ὀμβρικός	raining
ὀμβροβλυτέω	swell from rain
ὀμβροδόκος	holding or receiving rain
ὀμβροκτύπος	sounding with rain
ὀμβροποιός	rain-producing
ὀμβροτόκος	rain-producing
ὀμβροφόρος	rain-bringing
ὀμβροχαρής	delighting in rain
ὀμβρόω	imbricitur
ὀμβρώδης	rainy
ὀμείχω	make water
ὀμιχλήεις	misty
ὀμιχλαίνω	become dark
ὀμιχλοειδής	mist-like
ὀμιχλόομαι	become cloud
ὀμματοσταγεῖς	of welling tears
ὀμματοστερής	bereft of eyes
ὀμματόφυλλα	eyelids
ὀμματόω	furnish with eyes
ὀμοτικός	of or for swearing
ὀμοτός	sworn
ὀμφάκιον	juice of unripe grapes
ὀμφακίας	wine from unripe grapes
ὀμφακίτης	unripe
ὀμφακοράξ	with sour grapes
ὀμφαλίς	navel-string
ὀμφαλιστήρ	knife to cut the navel-string
ὀμφαλοειδής	like a navel or boss
ὀμφαλόεις	having a navel or boss
ὀμφαλός	navel
ὀμότης	one who swears
ὀνάγρα	oleander, Nerium Oleander
ὀνάγρεια	asinina
ὀνάγρινος	like a wild ass
ὀνάλα	expenditure
ὀνή	help
ὀνήλατος	for donkeydriving
ὀνήμων	Cat. Cod.Astr.
ὀνίνημι	D Mort.
ὀνίσκος	gadus or cod
ὀναγρόβοτος	grazed by wild asses
ὀνείδειος	reproachful
ὀνείραυτ	bringing a vision of a god
ὀνειδίζω	cast in
ὀνειδιστέον	one must reproach
ὀνειραιτησία	obtaining of revelations in a dream
ὀνειραιτητέω	obtain revelations by means of a dream
ὀνειραιτητόν	revelation obtained in a dream
ὀνειρατικός	in a dream
ὀνειραυτοπτέω	cause the operator to see a god in dreams
ὀνειροδότης	giver of dreams
ὀνειροκριτικός	for interpreting dreams
ὀνειρολεκτέω	talk in a dream
ὀνειρολεσχία	talking in dreams
ὀνειροποιουμένη	appearing in a vision
ὀνειροπολέω	dream
ὀνειροπομπέω	send a dream or get a dream sent
ὀνειροπομπία	sending of dreams
ὀνειρόγονος	accompanied by
ὀνειρόπληκτος	scared by a dream
ὀνειρόπολος	interpreter of dreams
ὀνειρόφοβος	terrified by dreams
ὀνειρώσσω	dream
ὀνεύω	draw up with a windlass
ὀνεῖον	ass-stable
ὀνηλάσιον	provision of stabling for donkeys
ὀνηλατικός	relating to conveyance by donkey
ὀνημάξιον	donkey-cart
ὀνητός	profitable, beneficial
ὀνθολόγος	dung-gatherer
ὀνθοφόρος	dung-carrier
ὀνοβάτις	riding on an ass
ὀνοβατέω	have
ὀνοβρυχίς	cock's head, Onobrychis caput-galli
ὀνοθήλεια	she-ass
ὀνοθήρας	oleander, Nerium Oleander
ὀνοκένταυρα	tailless ape
ὀνοκτηνοτρόφος	one who keeps donkeys
ὀνοκόμος	one who tends asses
ὀνομάζω	speak of by name, call or address by name
ὀνομασία	name
ὀνομαστέον	one must name
ὀνομαστής	autumator
ὀνομαστός	named, to be named
ὀνοματισμός	list of names
ὀνοματοθέσια	nominalia
ὀνοματοθέσια2	nominalia
ὀνοματοθεσία	the giving a name, nomenclature
ὀνοματοθεσία1	the giving a name, nomenclature
ὀνοματοθετέω	give a name
ὀνοματολόγος	collector of words
ὀνοματοποίησις	the coining of a name or word
ὀνοματοποιέω	coin names
ὀνοματοποιία	the coining of a word in imitation of a sound
ὀνοματουργία	the making of names
ὀνοπρόσωπος	ass-faced
ὀνοστάσιον	ass-stall
ὀνοστύππαξ	donkey-ropeseller
ὀνοτρόφος	donkey-keeper
ὀνοφορβός	ass-keeper
ὀντοποιέω	make things to be
ὀντότης	reality
ὀνυχάλειμμα	ointment of
ὀνυχίζω	pare the nails.
ὀνυχιαῖος	of a nail's breadth
ὀνυχιμαῖος	of the size of nail-parings, diminutive
ὀνυχογραφέομαι	to be scored with the nail
ὀνυχοτόμον	resectorium
ὀνυχοφόρος	carrying the nails
ὀνυχόπαχος	of the thickness of a finger-nail
ὀνόχηλον	ass's hoof
ὀνύχιον	small claw
ὀξίνα	harrow
ὀξίς	acidities
ὀξοπώλης	vinegar-merchant
ὀξυέθειρ	with sharp points
ὀξυέλαιον	mixture of oil and vinegar
ὀξυακουσίλογος	sharp of hearing
ὀξυβελής	sharp-pointed
ὀξυβλέπτης	one who is sharp-sighted
ὀξυβλεπτέω	to be sharp-sighted
ὀξυβλεψία	sharpness of sight
ὀξυβουλία	quickness of counsel
ὀξυβρέχω	steep in vinegar
ὀξυβόας	shrill-screaming
ὀξυγένειος	with pointed chin
ὀξυδερκής	sharp-sighted, quick-sighted
ὀξυδερκικός	making the sight sharp
ὀξυδρόμος	swift-running
ὀξυζύμια	acid ferments
ὀξυηκοία	a sharp, quick ear
ὀξυθάνατος	dying quickly, shortlived
ὀξυθανασία	early death
ὀξυθυμία1	vivacity or instability of temper
ὀξυθυμίας	one who is quick to anger
ὀξυθύμια2	refuse deposited at cross-roads near the statues of Hecate
ὀξυκέρως	with pointed horns
ὀξυκέφαλος	with pointed head
ὀξυκραματοπώλης	poscarius
ὀξυκυάμια	fabae acetatae (acetosae)
ὀξυκόμινα	oxycomina, olives served in brine or vinegar
ὀξυκόμμι	gum
ὀξυλάβεια	quickness in seizing an opportunity
ὀξυλάβη	tongs
ὀξυλάλος	glib of tongue
ὀξυλίπαρος	composed of vinegar and oil
ὀξυλαβέω	seize quickly : seize an opportunity
ὀξυλαβής	quick at seizing
ὀξυλαβία	quickness in seizing an opportunity
ὀξυλιπὴς	dressed with vinegar and fat
ὀξυλοβέω	have sharp ears, hear sharply
ὀξυμαθής	learning quickly
ὀξυμελής	clear-singing
ὀξυνοσία	acute illness
ὀξυντέον	one must pronounce with the acute accent
ὀξυπαγής	sharp-pointed
ὀξυπαιδερώτινος	oxypaederotinus, bright pink, Hist.Aug.Aurelian.
ὀξυπαραύδητος	wildly screaming
ὀξυπαροπτάω	concoct too fast
ὀξυποδία	quickening of one's pace
ὀξυποδητής	one who quickens his pace
ὀξυπολυφαγία	quickness of eating and digesting
ὀξυπτέριον	hawk
ὀξυπόριος	a carminative medicine
ὀξυπόρος	with pointed mouth
ὀξυπώγων	with a pointed beard
ὀξυρεγμία	the sour fumes caused by indigestion, heartburn
ὀξυτελής	with sharp ends, diamond shaped
ὀξυτονέω	pronounce with an acute accent
ὀξυτονητέον	one must pronounce oxytone
ὀξυτυρία	bright Tyrian purple
ὀξυτόνησις	a pronouncing with an acute accent
ὀξυφωνέω	to have a shrill voice
ὀξυωπίας	one who sees sharply
ὀξυώριος	with sharp angles
ὀξύα	beech, Fagus silvatica
ὀξύβαρις	circumflex accent
ὀξύβαφον	small vinegar-saucer
ὀξύβλαττα	oxyblatta, bright purple
ὀξύγαλα	sour milk, whey
ὀξύγενυς	point of the chin
ὀξύγη	bufo et cufo
ὀξύγλυκυ	drink of acidulated honey
ὀξύγονον	Gloss.).
ὀξύζωμος	with a sharp sauce
ὀξύθηκτος	sharp-edged, sharp-pointed
ὀξύθυμον	a kind of thyme
ὀξύθυμος	quick to anger, choleric
ὀξύινος	of beech-wood
ὀξύκομος	with pointed hair
ὀξύκραμα	posca
ὀξύμαλον	peach, Prunus persica
ὀξύνιτρον	mixture of vinegar and soda
ὀξύνους	sharp-witted
ὀξύνω	sharpen, point
ὀξύπετρος	with sharp stones
ὀξύπικρος	keen, smarting
ὀξύπληκτος	struck by a sharp blow
ὀξύπυγος	sharp-rumped
ὀξύρρυγχος	sharp-snouted
ὀξύς1	@
ὀξύς2	@
ὀξύστερνος	sharp-breasted
ὀξύστομος	sharp-beaked
ὀξύτης	sharpness, pointedness
ὀξύτονος	sharp-sounding, piercing.
ὀξύχειρ	quick with the hands, quick to strike, quarrelsome
ὀξῖτις	tasting like vinegar
ὀπάζω	make to follow, send with
ὀπάων	comrade
ὀπή	opening, hole
ὀπίας	cheese made from milk curdled with fig-juice
ὀπίζομαι	regard with awe and dread
ὀπίζω	extract juice from
ὀπίουρος	peg, pin
ὀπαστόν	upastÄ
ὀπηδός	attendant
ὀπιθόμβροτος	following a mortal
ὀπικοί	the Opici or Osci (Opsci
ὀπικός	made of opium
ὀπιπευτήρ	starer, gaper
ὀπισαμβώ	a going backwards
ὀπισθάγκωνα	with the arms behind the back
ὀπισθένη	postilena
ὀπισθοβάμων	walking backwards
ὀπισθοβάτης	mounting
ὀπισθοβαρής	loaded behind
ὀπισθοβριθής	loaded behind
ὀπισθοδρομέω	run backwards
ὀπισθοδρόμος	running backwards
ὀπισθοκάρπιος	bearing its fruit behind
ὀπισθοκέφαλον	the back of the head, occiput
ὀπισθοκράνιον	the back part of the skull, occiput
ὀπισθοκρηπίς	shoe
ὀπισθορμέω	hasten back
ὀπισθοτίλη	squirts its liquor from behind
ὀπισθοτονώδης	suffering from
ὀπισθοφάλακρος	bald behind
ὀπισθυπέρα	brace of a sail
ὀπισθόβολος	thrown backwards
ὀπισθόρμητος	hastening back
ὀπισθόρροια	flowing back
ὀπισθόψιλος	bald behind
ὀπισσοπόρευτος	journeying backwards
ὀπισώτατος	hindmost, Sanimelb.
ὀπιτίων	tuberous root of Bunium ferulaceum, earth-nut
ὀποβάλσαμον	the juice of the balsam-tree, balsam of Mecca
ὀποβαλσάμινος	of the balsam-tree
ὀποκάλπασον	Hotai
ὀποκαλπαθίζω	smell of
ὀπτάζομαι	to be seen
ὀπτάνιον	place for roasting, kitchen
ὀπτέον	one must see
ὀπτήρ	one who looks or spies, spy, scout
ὀπτήρια	presents made by the bridegroom on seeing the bride without the veil
ὀπτίκια	auspicia
ὀπτανάριος	assator, coctarius
ὀπτανεύς	assator
ὀπτανικός	for roasting
ὀπτασία1	@
ὀπτευτήρ	forger
ὀπτητέον	one must roast
ὀπτητός	roasted
ὀπτόπλινθον	baked tile
ὀπτός	@
ὀπτός1	@
ὀπυάζομαι	get married
ὀπυίω	marry, take to wife
ὀπυιητής	husband
ὀπυστύς	marriage
ὀπωπή	a sight or view
ὀπωράριον	pomarium
ὀπωριμεῖος	of fruit
ὀπωροβασιλίς	queen of fruits
ὀπωροπώλης	fruiterer
ὀπωροτροφέω	pomifero
ὀπωροφαγία	eating of fruit
ὀπός	@
ὀπός1	@
ὀπώπια	bones of the eyes
ὀράριον	orarium, kerchief, scarf
ὀρέγδην	by reaching out
ὀρέγω	reach, stretch, stretch out
ὀρέσβιος	living on mountains
ὀρίβακχος	Mountain-Bacchus
ὀρίνδης	bread made of
ὀρίντης	exciter
ὀρίνω	stir, raise
ὀρβικλᾶτον	malum orbiculatum
ὀρβιοποιέω	make a preparation of vetch
ὀρβιοπωλία	the right to sell vetch
ὀρβιοπωλεῖον	vetch-seller's shop
ὀρβιοπώλης	vetch-seller
ὀργάζω	soften, knead, temper
ὀργάνωσις	organization, arrangement
ὀργάς	any well-watered, fertile spot of land, meadow-land
ὀργαίνω	make angry, enrage
ὀργανάριος	fistularius
ὀργανίτης	engineer
ὀργανικός	serving as organs or instruments, instrumental
ὀργανιστής	waterworks-engineer
ὀργανοθεσία	drawing up of tables
ὀργανοθετέω	tabulate
ὀργανοποιέω	furnish with organs
ὀργανοποιία	instrument-making
ὀργανοποιικά	manufacture of war-engines
ὀργασμός	orgasm
ὀργεών	member of a religious association
ὀργιάζω	celebrate
ὀργιάω	to be fierce
ὀργιαστής	one who celebrates
ὀργιστέον	one must be angry
ὀργιστός	fit to cause anger
ὀργυιόομαι	to have the arms extended
ὀρείαυλος	inhabiting the mountains
ὀρείοικος	mountain-dwelling
ὀρεγιάω	subo
ὀρεγμίη	eructation
ὀρειάλωτος	wandering on the mountains
ὀρειβάσια	a festival in which persons traversed the mountains in procession
ὀρειβάσια2	a festival in which persons traversed the mountains in procession
ὀρειβάτης	mountain-ranging
ὀρειβασία	wandering on mountains
ὀρειβασία1	wandering on mountains
ὀρειβατέω	traverse mountains
ὀρειβρεμέτης	roaring in the mountains
ὀρειγενής	mountain-born
ὀρεινομέω	graze or live on the hills
ὀρεινόμος	feeding on the hills
ὀρειφοιτέω	roam the mountains
ὀρειώδης	mountainous
ὀρεκτέος	to be desired
ὀρεκτός	stretched out
ὀρεοβαζάγρα	Tab.Defix. Aud.
ὀρεομήκης	mountain-high
ὀρεοπόλος	haunting mountains
ὀρεοφύλαξ	saltuarius, Gloss.; desert-guard, Mim.Oxy.
ὀρεσινομία	frequenting of heights
ὀρεσσίφυτος	growing on mountains
ὀρεσσιβάτης	mountain-roaming
ὀρεχθέω	rattle
ὀρεωπολέω	tend mules
ὀρεύς	mule
ὀρθάκανθος	with straight thorns
ὀρθάμπελος	a vine growing without props
ὀρθάνθρωπον	chelidonium
ὀρθαγγελέω	announce rightly and truly
ὀρθιάζω	speak in a high tone, speak loud
ὀρθιόκωπος	rowing upright
ὀρθοβατέω	walk straight
ὀρθοβολέω	shoot straight
ὀρθοβουλία	right counsel
ὀρθογραφέω	make an elevation
ὀρθογραφία	orthography
ὀρθογώνιον	rectangle
ὀρθοδοξία	right opinion
ὀρθοκάθημαι	sit upright
ὀρθοκέρως	straight-horned
ὀρθοκέφαλος	with head erect
ὀρθοκόπος	stonemason
ὀρθονύσταγμος	dozing in an upright position
ὀρθοπαιία	hitting while standing
ὀρθοπεριπατητικός	walking about erect
ὀρθοπνοικός	connected with
ὀρθοπυγιάω	straighten the back
ὀρθοπυρεταίνω	to be normally feverish
ὀρθοπόρος	in a straight course
ὀρθοπύθμενος	with a straight base
ὀρθοσκοπέω	see aright
ὀρθοστομέω	speak straight or freely
ὀρθοτίτθιος	with outstanding breasts
ὀρθοτριχία	hair which stands on end
ὀρθοτριχίασις	standing up of the hair
ὀρθοφυία	straight growth
ὀρθοχαίτης	with hair standing on end
ὀρθοψάλακτος	loud
ὀρθρία	morning
ὀρθριοφοίτης	early comer or goer
ὀρθροβόας	early caller, chanticleer
ὀρθροφοιτοσυκοφαντοδικοταλαίπωροι	early-prowling base-informing sad-litigious plaguy
ὀρθρόνοτος	the S.E. wind
ὀρθόβολος	thrown straight
ὀρθόβουλος	right-counselling, wise
ὀρθόδοξος	orthodox
ὀρθόδωρον	the length from the wrist to the finger-ends
ὀρθόκορυς	having an upright crest
ὀρθόκραιρος	with straight or upright horns
ὀρθόλοξος	criss-cross
ὀρθόμφαλος	with an outstanding boss
ὀρθόπλουμος	pluma) embroidered with feathers
ὀρθόπους	upright on their feet
ὀρθόπρυμνος	with upright stern
ὀρθόπτωσις	nominative case
ὀρθόπτωτος	in the nominative case
ὀρθός	straight
ὀρθόσημος	with vertical stripes
ὀρθόστρωτοι	upright
ὀρθόυφος	weaver for a special (unknown) kind of weaving
ὀρθόω	set straight
ὀριγανίζω	to be like
ὀριγανίτης	flavoured with
ὀρινοβάτης	mountain
ὀρκυνεῖον	tunny-fishery or place for curing tunnies
ὀρκύπτω	stand on tiptoe and lean forward
ὀρνίζω	twitter
ὀρνίθειος	of or belonging to a bird
ὀρνίθιον	small bird
ὀρνεάζομαι	carry the head high
ὀρνεακός	of or belonging to birds
ὀρνεογλυφιστί	in the language of bird-hieroglyphs
ὀρνεοθυσία	sacrifice of birds
ὀρνεομιγής	half-bird, half-human
ὀρνεοπώλης	dealer in birds
ὀρνεοπώλιον	place where birds are sold
ὀρνεοσκοπικός	of or for augury, An.Ox.
ὀρνεόβρωτος	eaten by birds
ὀρνεόμαντις	augur or auspex
ὀρνιθία	poisoning by bird-dung
ὀρνιθίας	which brought the birds of passage
ὀρνιθαγρευτής	bird-catcher
ὀρνιθευτικός	of or for bird-catching
ὀρνιθιάζω	talk bird-language
ὀρνιθιακός	of or for birds
ὀρνιθοβοσκεῖον	ornithoboscion, aviary, poultry-house
ὀρνιθοβόρος	devouring chickens
ὀρνιθοθηρέω	catch birds
ὀρνιθοκλέπτης	bird-stealer
ὀρνιθοκομεῖον	place where birds are kept
ὀρνιθοκρίτης	interpreter of the flight or cries of birds
ὀρνιθοκόος	understanding birds
ὀρνιθοπώλης	dealer in birds
ὀρνιθόομαι	to be changed into a bird
ὀρνιθόσκοπος	observing and predicting by the flight and cries of birds
ὀρνιθότροφος	bird-keeper
ὀρνιθᾶς	poulterer
ὀρνόλη	urceolus
ὀροβάγχη	dodder, Cuscuta europaea
ὀροβίζω	feed on
ὀροβίτης	like or of the size of the
ὀροβιαῖος	of the size of the
ὀροβοειδής	like vetch-seed
ὀροβοφαγέω	eat vetch
ὀροβοφόρος	bearing vetches
ὀροδεμνιάδες	couching on mountains, mountainnymphs
ὀρομαλίδες	wild apples
ὀρονύχιον	night-watch
ὀροποτέω	drink whey
ὀροποτίη	drinking of whey
ὀροφή	roof of a house, or ceiling of a room
ὀροφιαῖος	of or belonging to the
ὀροφικός	of or for a roof
ὀροφωτός	roofed or ceiled
ὀροφύλαξ	mountain-guard
ὀρούω	dart, rush forward
ὀρροπύγιον	rump
ὀρσίαλος	stirring the sea
ὀρσιβάκχας	inspiring Bacchants
ὀρσιγύναικα	one who excites women
ὀρσοτρίαινα	wielder of the trident
ὀρσόθριξ	raising the hair
ὀρσόλοπος	eager for the fray, tempestuous
ὀρσύδρα	water-pipe
ὀρτάλιχος	chick
ὀρτυγοκοπία	the game of quail-striking
ὀρτυγοκοπικός	skilled in the game
ὀρτυγοκόμος	keeper of quails
ὀρτυγοπώλης	dealer in quails
ὀρυά	pickaxe
ὀρυά1	pickaxe
ὀρυγεύς	fossorium
ὀρυκτέον	one must dig
ὀρυκτικός	fit for digging or mining
ὀρυκτός	dug, formed by digging
ὀρφανία	orphanhood
ὀρφανίζω	make orphan, make destitute
ὀρφανικός	orphaned, fatherless
ὀρφανοδικασταί	judges in the affairs of orphans
ὀρφανοπάτωρ	father of orphans
ὀρφανοτροφέω	bring up orphans
ὀρφανοτροφεῖον	orphanage
ὀρφανόομαι	to be destitute of
ὀρφανός	orphan, without parents, fatherless
ὀρφανότης	orphanhood
ὀρφανότροφος	bringing up orphans
ὀρφνίς	a dark garment
ὀρφναῖος	dark, murky
ὀρφοβότης	the care or education of orphans
ὀρχάμη	an uncultivated copse
ὀρχέομαι	dance
ὀρχηματικός	belonging to the dance
ὀρχηστήρ	warrior
ὀρχηστής	dancer
ὀρχηστικός	of or fit for dancing
ὀρχηστοπάλη	a combination of dancing and wrestling
ὀρχηστοπαλάριος	one skilled in
ὀρχιπεδίζω	seize the testicles
ὀρόβακχος	fruits
ὀρόβινος	made of
ὀρόβιον	meal made from
ὀρός	the watery or serous part of milk, whey
ὀρός2	the watery or serous part of milk, whey
ὀρόφωσις	roofing, ceiling
ὀρύα2	sausage
ὀρύκτης	digger
ὀσμάομαι	smell at
ὀσμή	smell, odour
ὀσμίτης	mentastrum
ὀσπρεύω	plant with
ὀσπρηγοί	those who carry a cargo of
ὀσπριοδόχος	for holding
ὀσπριοθήκη	a place to keep pulse in
ὀσπριοπώλης	one who deals in pulse
ὀστάριον	little bone
ὀστέινος	made of bone, of bone
ὀστέον	d)Fr.
ὀστίτης	in or of the bones
ὀστακός	lobster
ὀσταναβολεύς	boleos
ὀστεολόγος	extracting bones
ὀστοδέτης	bonesetter
ὀστοδερμία	skin and bone
ὀστοδετικὴ	for purposes of bonesetting
ὀστοθηκάριον	Ephesus Append.(Inscrr.fr.Tombs
ὀστοκατεάκτης	ossifrage, lammergeyer
ὀστοκοπώδης	feeling as if one's bones were broken
ὀστολογία	gathering up of bones
ὀστράκινος	earthen, made of clay
ὀστρέινος	of or living in a shell, testaceous
ὀστρίτης	a kind of stone
ὀστρακίνδα	played with potsherds or oystershells
ὀστρακίτης	ostracitis
ὀστρακοφορέω	vote with
ὀστρακόχρως	with a hard skin or shell
ὀστρακόω	turn into potsherds, dash to pieces
ὀστρακᾶς	potter
ὀστρειακός	of the oyster
ὀσφράδιον	nosegay
ὀσφραίνομαι	catch scent of, smell
ὀσφραντέον	one must cause to smell at
ὀσφραντήριος	able to smell, keen-scented
ὀσφραντικός	capable of smelling, quick of scent
ὀσφυήξ	having dislocated one's hip
ὀσφῦς	lion or loins, lower part of the back
ὀτοβέω	sound loudly
ὀτρηρός	quick, nimble, busy, ready
ὀτρυντικός	stirring up, rousing
ὀττεύομαι	divine from an ominous voice or sound
ὀφέλλιον	ofella
ὀφίοθριξ	snake-haired
ὀφίουρος	serpent-tailed
ὀφείλεια	indebtedness
ὀφείλω	owe, have to pay or account for
ὀφειλέσιον	small debt
ὀφειλέω	to be due
ὀφειλόντως	as of debt, deservedly
ὀφελής	advantageous
ὀφελμός	increase, advantage
ὀφεοπρόσωπος	serpent-faced, PMag. Leid.V.
ὀφεωπλόκαμος	with serpent hair
ὀφθάλμια	region of the eyes
ὀφθάλμια2	region of the eyes
ὀφθαλμία	ophthalmia
ὀφθαλμία1	ophthalmia
ὀφθαλμίζομαι	to be inoculated or engrafted
ὀφθαλμηδόν	like eyes
ὀφθαλμιάω	suffer from ophthalmia
ὀφθαλμοβολέω	cast the eyes upon
ὀφθαλμοβόλος	casting glances
ὀφθαλμοβόρος	picking out eyes
ὀφθαλμοκλέπτης	stealer of the eye
ὀφθαλμοπονέω	suffer from eye-strain
ὀφθαλμοπόνος	suffering from eye-strain
ὀφθαλμωρυχέω	gouge out the eyes
ὀφθαλμός	eye
ὀφιακός	of or belonging to serpents
ὀφιηβοσίη	food of serpents
ὀφιοβόρος	serpent-eating
ὀφιοδιώκτης	snake-chaser
ὀφιοκτόνος	serpent-killer
ὀφιοπαίκτης	snake-charmer
