<ανά>γνωστος	hard to read
ἐνυποτάσσω	to be made subject
ἐνυπόγραφος	executed and signed
ἐνυπόκειμαι	subsist in
ἐνυπόκριτος	put after the protasis
ἐνυφάντης	embroiderer
ἐνυφίζω	settle down in
ἐνυφίσταμαι	subsist in
ἐνυψόω	exalt, excite
ἐνφέρνιοι	inferni
ἐνωνά	right of purchase in
ἐνωτάριον	ear-ring
ἐνωτοκοίτης	with ears large enough to sleep in
ἐνόβρυζος	pure, assayed
ἐνόμνυμαι	make an affidavit
ἐνόπη1	ear-ring
ἐνόρμιον	harbour-dues
ἐνύποπτος	suspicious
ἐνᾴδω	sing among others
ἐνᾶρόω	plough in
ἐνῆλιξ	of age, in the prime of manhood
ἐξάγγελσις	statement
ἐξάκνμος	six-spoked
ἐξάκτωρ	exactor
ἐξάλμυρος	having lost its saltness
ἐξάλυξις	escape
ἐξάμφω	both
ἐξάντης	out of danger, healthy
ἐξάντλημα	douche
ἐξάνυσις	exaction in full, PMon.
ἐξάρδω	water
ἐξάρτιος	for suspension
ἐξάρτισις	preparation
ἐξάρχων	ruler, president
ἐξάφινα	Jews and Christians in Egypt
ἐξέδοντα	erosion
ἐξέδριον	Cultes Ãgyptiens
ἐξέναντι	right opposite
ἐξέρασις	vomiting
ἐξέφηβος	one who is beyond the age of an
ἐξήχησις	unpleasant sound
ἐξίκμασις	drying
ἐξίστως	fringed
ἐξίωσις	reduction to metallic state
ἐξαίρημα	sum deducted
ἐξαίω	hear
ἐξαβρύνω	make delicate
ἐξαγανακτέω	to be very wroth
ἐξαγγίζω	pour out of a vessel
ἐξαγγελτέον	one must report
ἐξαγιάξω	assay
ἐξαγκυλόω	fasten by an
ἐξαγμός	selected portion
ἐξαγοράξω	buy from
ἐξαγορασία	ransom, redemption
ἐξαγορεία	excantation
ἐξαγροικίζω	barbarize
ἐξαδρύνομαι	come to maturity
ἐξαθέλγω	draw or drain off
ἐξαθέρισις	scorning
ἐξαθερίζω	scorn
ἐξαθρέω	look at carefully
ἐξαιθαλόω	turn into soot
ἐξαιθραπεύω	to be a satrap
ἐξαιονάω	spray, douche
ἐξαιρῖτις	ladder
ἐξαιτητέον	one must beg off
ἐξαιτράπης	satrap
ἐξαιτραπεύω	to be a satrap
ἐξαιχμαλωτεύω	make captive
ἐξαιωρέομαι	to be suspended from
ἐξακανθίζω	pick out thorns
ἐξακμάζω	to be gone by
ἐξακουστέον	one must understand
ἐξακτέον	one must put out of the way, kill
ἐξακτέω	collect revenue
ἐξαλάομαι	migrate
ἐξαλίζω	evacuate
ἐξαλαπίζω	alapa
ἐξαλγέω	suffer pain in
ἐξαλειπτέον	one must wipe out, erase
ἐξαληθίζομαι	to be truly recorded
ἐξαλλακτέον	one must change
ἐξαλλοίωσις	metabolism
ἐξαλλοτρίωσις	alienation
ἐξαλμίζω	deprive of saltness
ἐξαλμυρόομαι	become salt
ἐξαλογόομαι	become irrational
ἐξαμυγδαλίζω	make like an almond
ἐξαμύνομαι	ward off from oneself, drive away
ἐξανάδοσις	eruption, scab
ἐξανάστημα	erection
ἐξανίσχω	rise
ἐξαναβαίνω	get to the top of
ἐξαναβλύζω	gush forth
ἐξαναβρύω	cause
ἐξαναδείκνυμι	show forth, declare
ἐξαναθλίβω	squeeze out, express
ἐξαναισθητέω	to be utterly without feeling
ἐξανακαλύπτομαι	uncover oneself
ἐξανακτίζω	rebuild
ἐξανανεόομαι	renew
ἐξαναπείθω	win over
ἐξαναπτύσσω	unfold, explain
ἐξαναριθμέω	reckon, number
ἐξαναστατόομαι	d
ἐξαναστράπτω	lighten
ἐξαναφαίνω	bring up and show
ἐξαναφορά	recovery
ἐξαναφύομαι	grow up from
ἐξαναψήχω	corrode
ἐξανδραποδιστής	enslaver, kidnapper
ἐξανερευνάω	search
ἐξανερωτάω	inquire
ἐξανιμάω	draw up
ἐξανιστάνω	drive out of one's senses
ἐξανοιδέω	swell up
ἐξαντίαι	opposite
ἐξαντλητέον	one must douche
ἐξαπαείρω	carry away
ἐξαπαλλάσσω	set free from, remove from
ἐξαπαντάω	meet
ἐξαπατητέον	one must deceive
ἐξαπατύλλω	cheat a little, humbug
ἐξαπειλέω	menace
ἐξαπελαύνω	drive away out of
ἐξαπελευθερόω	manumit
ἐξαπηλιωτικός	easterly
ἐξαπλωτέον	one must explain
ἐξαπολογία	second defence, rejoinder
ἐξαποπέμπω	send quite away
ἐξαποπνέω	breathe quite away
ἐξαποπτύω	spit quite out
ἐξαποσταλτέος	to be dispatched
ἐξαποχέω	pour forth from
ἐξαπτίς	cloak
ἐξαργυρισμός	adaeratio, conversion of payment in kind into money payment
ἐξαρμόζω	to be displaced, wrenched out
ἐξαροτριάω	plough up
ἐξαρτία	equipment
ἐξαρτισμός	equipment
ἐξαρτιστήριον	place of equipment
ἐξαρχῆς	from the beginning
ἐξαρύω	draw or drain off
ἐξασθενής	financially weak
ἐξασθμαίνω	exhale, pant
ἐξασκητέον	one must practise
ἐξασφαλίζω	make secure
ἐξατιμόομαι	to be utterly dishonoured
ἐξατμισμός	evaporation
ἐξατονίζομαι	become relaxed
ἐξαυλέω	pipe away, wear out
ἐξαυλακίζω	pour forth
ἐξαυχενισμός	rebellion
ἐξαυχμέω	suffer from drought
ἐξαφή	contact
ἐξαφίστημι	remove
ἐξαφεδρόομαι	to be excreted
ἐξαφρόομαι	turn into foam
ἐξαχυρόω	clear of husks
ἐξαύξω	increase
ἐξαύω	@
ἐξαύω1	@
ἐξαύω2	@
ἐξείκασμα	representation, copy
ἐξεγέρτης	one who arouses
ἐξεγκατίζω	disembowel
ἐξεγκεφαλίζω	remove the brains
ἐξεδαφισθέν	desolatum
ἐξεδροποιός	driving out of
ἐξεζητημένως	exquisitely, in a recherchÃ© manner
ἐξεθίζομαι	to be habituated, accustomed
ἐξεθισμός	change of habit
ἐξειλεγμένως	elegantly
ἐξελατέος	to be driven out
ἐξελεγκτέος	to be refuted
ἐξελκέω	gain by trading
ἐξελκτέον	one must drag along
ἐξελκυσμός	pulling out, removal
ἐξεμπεδόω	keep firm, observe strictly
ἐξενέπω	speak out, proclaim
ἐξενίαυτος	in arrears, carried over from one year to the next
ἐξενιαυτίζω	spend a year in exile
ἐξεντερίζομαι	have the entrails taken out
ἐξεπαίρω	stir up, excite
ἐξεπείγω	to be urgent, pressing
ἐξεπερώτησις	formal question
ἐξεπισφραγίζομαι	to be stamped deep on
ἐξερέω2	@
ἐξεργάτης	workman
ἐξεργαστέον	one must treat, discuss
ἐξερείδω	prop firmly
ἐξερεθιστής	one who provokes
ἐξερεύγομαι	vomit forth
ἐξερυγγάνω	utter
ἐξερυθρώδης	very red
ἐξεσία	sending forth, mission, embassy
ἐξεταστέον	one must scrutinize
ἐξευθετίζω	set in order
ἐξευλυτέω	discharge
ἐξευμένισις	propitiation
ἐξευμενιστέον	one must propitiate
ἐξευμενιστήριον	propitiatory offering
ἐξευρετέος	to be discovered
ἐξευφραίνομαι	to be delighted
ἐξευωνίζω	cheapen
ἐξεχέβρογχος	having the thyroid cartilage (Adam's apple) prominent
ἐξηγητέον	one must relate, set forth
ἐξηγητεία	office of
ἐξηγητεύω	hold the office
ἐξηλιόομαι	to be sunny, light
ἐξηλόω	remove nails from, unfasten
ἐξημμένως	angrily
ἐξηνθισμένως	carptim
ἐξηπλωμένως	fully, diffusely
ἐξητριάζω	filter
ἐξηττημένη	sifted
ἐξηχία	stupidity, nonsense
ἐξηχευη	stupes
ἐξιατέον	one must heal
ἐξιδιοποίησις	appropriation
ἐξιεριστεύω	vacate a priesthood
ἐξιερόω	consecrate
ἐξικάνω	arrive at
ἐξικανόω	suffice
ἐξικμαστέος	that must have moisture removed
ἐξικμαστικός	sucking up
ἐξιλαστήριος	propitiatory
ἐξιλεωτός	appeasable
ἐξινόω	strip of fibre
ἐξισχνόομαι	dry up
ἐξισωτέον	one must claim an equal right
ἐξιτέον	one must go forth
ἐξιτητέον	one must go forth
ἐξιχνευτέον	one must track out
ἐξιχνευτής	one who tracks out
ἐξιχωρίζω	cleanse from humours
ἐξοίγνυμι	open, cut open
ἐξοίδησις	swelling
ἐξοδιάριος	actor in the Atellana
ἐξοδιαστής	spendthrift
ἐξοδικός	belonging to departure
ἐξοδοντίζομαι	have one's tusks removed
ἐξοικείωσις	emancipatio
ἐξοικοδόμητον	tomb-chamber
ἐξοικονομέω	eliminate
ἐξοικονόμησις	alienation
ἐξοινίζω	become sober
ἐξοινόομαι	to be drunk
ἐξοιστέος	to be brought out
ἐξοιστρηλατέομαι	to be driven to madness
ἐξολεθρευμα	destruction
ἐξολεθρευτικός	destructive
ἐξομβριστήριον	overflow-tank
ἐξομμάτωσις	clearing or cleansing of the eyes
ἐξομολογέομαι	confess
ἐξομπλάριον	sample
ἐξονειδισμός	reproach
ἐξοπισθίως	backwards
ἐξορίζω1	@
ἐξορίζω2	@
ἐξορθρίζω	of the morning
ἐξορισιμαῖος	deportatus
ἐξοριστέον	one must expel
ἐξορμητικός	stimulating
ἐξορμιστόν	fish
ἐξουδενισμός	scorn, contempt
ἐξουθένωσις	extinction
ἐξουθενία	scornfulness
ἐξουρικός	cleared of whey
ἐξοφθαλμίσας	occaecatus
ἐξοφθαλμιάζω	have no eye for, disregard
ἐξοχάδες	external piles, haemorrhoids
ἐξοχία	eminence
ἐξοχετευτέον	one must draw off
ἐξοχότης	eminentia
ἐξπελευστής	compulsor
ἐξυγιαίνω	recover health
ἐξυγραίνω	saturate
ἐξυδρίας	rainy
ἐξυδραργυρόω	cleanse of mercury
ἐξυδραργύρωσις	expulsion of mercury
ἐξυθλέω	to be foolishly spoken
ἐξυμενιστέον	one must strip off the coat or membrane
ἐξυπάγω	go over thoroughly, coat
ἐξυπέρχομαι	withdraw
ἐξυπακουστέον	one must supply, understand
ἐξυπανίστημι	started up from under
ἐξυπερζέω	boil over
ἐξυπερόπτησις	over-heating
ἐξυπηρέτησις	service, provision
ἐξυπηρετητέον	one must supply
ἐξυπονοέω	suspect
ἐξωκέλης	barebacked horse
ἐξωμεύς	one who wears an
ἐξωμιδοποιός	maker of
ἐξωπυλῖται	dwellers outside the gates
ἐξωστικός	expulsive
ἐξωστῷον	outer porch
ἐξωτεριαῖος	external, superficial
ἐξωφανής	convex
ἐξωχείριον	emancipare
ἐξωχειριότης	emancipatio
ἐξόθεν1	since when
ἐξόρϝυμι	rush out
ἐξώβλητος	outcast
ἐξώδων	with prominent teeth
ἐξώμαλλος	with the nap outside
ἐξώπυλος	out of doors
ἐξῃρημένως	transcendentally
ἐπάγγελτος	voluntary
ἐπάγνυμι	break
ἐπάγχιστος	next of kin
ἐπάικλα	additions to the ordinary meal
ἐπάκουσις	hearing
ἐπάλειψις	painting over
ἐπάλξιον	parapet
ἐπάμφορος	sent for retrial
ἐπάνθεμα	additional offerings
ἐπάνθετα	dedicated in addition
ἐπάνοιξις	breaking into, forcible entry
ἐπάρδια	irrigated land
ἐπάρηξις	help, aid
ἐπάσκημα	method of fighting
ἐπάχνυμαι	grieve over
ἐπέγγραφος	added to the list
ἐπέγκειμαι	press hard
ἐπέκθεσις	further
ἐπέκκρισις	secretion or expulsion
ἐπέμβλημα	the upper
ἐπένε<γ>ξις	adding
ἐπένερθε	below
ἐπέννατος	of
ἐπένποι	pronounce a sentence or inflict a fine
ἐπέοικα	to be like, suit
ἐπέρεισμα	support, foundation
ἐπές	as far as relates to
ἐπέτοσσε	fell in or met with
ἐπέχω	have or hold upon
ἐπήρης	equipped
ἐπήριστος	contended for
ἐπί2	being upon or supported upon a surface
ἐπίαρον	sacred penalty
ἐπίβαλμα	heel
ἐπίβαρυς	oppressive
ἐπίβιος	surviving
ἐπίβλητος	put upon
ἐπίβραδυς	slow, hesitating
ἐπίβροχος	rainy
ἐπίγλυκυς	somewhat sweet
ἐπίγναφος	cleaned
ἐπίγραμμος	superpostum(?)
ἐπίγυιον	stern-cable
ἐπίδακρυς	tearful
ἐπίδασυς	hairy
ἐπίδειπνος	containing an integer and one-tenth
ἐπίδεκτος	accepted
ἐπίδημα	cushion
ἐπίδορπα	second course
ἐπίδροσος	catching the dew
ἐπίεκτος	of
ἐπίζεμα	boiling or boiled liquid
ἐπίθαλψις	warming
ἐπίθολος	turbid
ἐπίθρανοι	binding timbers
ἐπίθυμα	that which is burnt
ἐπίθυμος	desirous
ἐπίκαρ	head-foremost
ἐπίκαρπος	fruit-bearing
ἐπίκλασμα	weakening
ἐπίκλωσις	spinning
ἐπίκλωσμα	spun yarn
ἐπίκριμα	decretum
ἐπίκριτος	approved
ἐπίκροκον	epicrocum
ἐπίκρουσμα	forcible blow
ἐπίλακκος	forming a hollow
ἐπίλεγμα	extract
ἐπίλογχος	@
ἐπίλυπος	sad
ἐπίλυτος	manumitted
ἐπίλωβος	calamitous
ἐπίμαργος	mad after
ἐπίμεικτος	common to
ἐπίμνησις	recollection
ἐπίμορτος	farmed on the mÃ©tayer system
ἐπίμυξις	sniffing
ἐπίνευμα	nodding
ἐπίνηθρος	iniclaris
ἐπίνητρον	distaff
ἐπίνοστος	for a return
ἐπίπεμμα	sacrificial cake
ἐπίπηχυς	above the elbow
ἐπίπιθον	seria
ἐπίπλευρα	sideways
ἐπίπληγμα	rebuke
ἐπίπλοος	@
ἐπίπροικος	woman who inherits a charge upon a property as her dowry
ἐπίπρῳρος	at the prow of a ship
ἐπίπτωμα	accident
ἐπίρραμμα	that which is sewn on
ἐπίρριμμα	winding-sheet
ἐπίρριψις	casting upon
ἐπίρροος	influx, redundance
ἐπίρροπος	inclining
ἐπίσαθρος	infirm
ἐπίσαρκος	covered with flesh
ἐπίσεμνος	rather proud
ἐπίσθμιος	on the neck
ἐπίσιον	pubic region
ἐπίσιστον	a cry to urge on dogs
ἐπίσκεπτος	considered
ἐπίσκοπος	@
ἐπίσκωμμα	jest
ἐπίσπεισμα	a last libation over
ἐπίσπονδον	libation
ἐπίσσοφος	supervisor
ἐπίσταλσις	order
ἐπίστατον	support, stand
ἐπίστιχος	in a row
ἐπίστρεμμα	turn or return
ἐπίστυψις	use of astringent remedies
ἐπίσφαιρα	boxing-gloves
ἐπίσφατον	Et.Gud.d.
ἐπίσχισμα	torn piece, rag
ἐπίτειχος	wall upon a wall
ἐπίτερμος	adjacent
ἐπίτρομος	in fear, alarmed
ἐπίτυρον	confection of olives
ἐπίυδρος	capable of irrigation
ἐπίφατος	notorious
ἐπίφευκτος	to be avoided
ἐπίφημι	agree, assent
ἐπίφθεγξις	charm, invocation
ἐπίφθορος	deadly
ἐπίφλεξις	application of heat
ἐπίφρασις	specific mention
ἐπίφρικτος	bristling on the surface
ἐπίχνοος	a wool-like covering
ἐπίχρασις	use
ἐπίχρειον	what is necessary
ἐπίχροος	coloured
ἐπίψηγμα	scrapings
ἐπίψυξις	cooling
ἐπαγάνωσις	polishing
ἐπαγαίομαι	exult in
ἐπαγγελτήρ	envoy who announces a festival
ἐπαγγελτής	promissor, sponsor
ἐπαγκαλίζομαι	embrace
ἐπαγκυλέω	furnish with a thong
ἐπαγκυλίζομαι	to be fitted with an
ἐπαγκυλωτός	fitted with a thong
ἐπαγκωνίδιον	cushion
ἐπαγοράζω	purchase a title to the next vacancy
ἐπαγορεύω	proclaim
ἐπαγωγίς	femella
ἐπαγωγεύς	coat of clay
ἐπαγόρευσις	funeral oration
ἐπαθλοκομέω	train for contest
ἐπαινετέον	one must praise
ἐπαινός2	awesome
ἐπαιτίνδα	at beggars
ἐπαιτητάριον	little beggar
ἐπαιω	give ear to
ἐπαιώνιος	ruling over the
ἐπακέομαι	repair
ἐπακολουθήτρια	concurring parly
ἐπακολουθητέον	one must follow
ἐπακολουθητικός	capable of following
ἐπακονάω	whet
ἐπακοντίζω	dart
ἐπακοντιστής	dicer
ἐπακρίδες	on the hills
ἐπακριβής	accurate
ἐπακροατής	hearer, listener
ἐπακτέον	one must bring upon
ἐπαλειπτέον	one must anoint
ἐπαλθέω	heal, cure
ἐπαλινδέομαι	roll on
ἐπαλκ	strong
ἐπαλξίτης	coping
ἐπαλφιτόω	add meal
ἐπαμάομαι	scrape together for oneself
ἐπαμφίλλογος	disputed
ἐπαμφιέννυμι	cloak or veil
ἐπαμφιβάλλω	use ambiguous terms
ἐπαμφισβητέω	dispute a claim
ἐπαμφοτερής	double-dealing
ἐπαμφοτεριζόντως	ambiguously
ἐπαμφόδιος	street-walker
ἐπανάγκης	it is compulsory, necessary
ἐπανάδοσις	restitution
ἐπανάζευξις	return
ἐπανάκρουσις	putting back
ἐπανάλυσις	retracing one's steps
ἐπανάπαυσις	lighting down, descent
ἐπανάστημα	rising, blister
ἐπανέλευσις	return
ἐπανέλκω	draw up
ἐπανήλωμα	additional expense
ἐπαναβιβασμός	ascending steps
ἐπαναβλαστάνω	grow upon
ἐπαναγιγνώσκω	read over, read out
ἐπαναγκαστέον	one must constrain
ἐπαναγκαστικός	coercive, potent
ἐπαναγωγὸς	Fortuna Redux
ἐπαναδέρω	strip off the scalp
ἐπαναδίδωμι	increase more and more
ἐπαναδιπλασιασμός	doubling
ἐπαναζώννυμαι	gird on one's clothes
ἐπαναθερμαίνομαι	receive warmth again
ἐπαναιτέω	demand
ἐπανακάμπτω	come back again
ἐπανακλίνω	make to lie down
ἐπανακράζω	call out to
ἐπανακρεμάννυμαι	to be dependent
ἐπανακρούω	put
ἐπανακτάομαι	recover
ἐπανακτέον	one must recall
ἐπανακτικός	indicating return
ἐπαναλέγω	repeat
ἐπαναλείφω	plaster on
ἐπαναληπτέον	one must resume
ἐπαναληπτικῶς	by repetition
ἐπαναλωτής	spendthrift
ἐπαναλύω	return
ἐπαναμιμνῄσκω	remind
ἐπανανέωσις	renewal
ἐπανανεάζω	to be recrudescent
ἐπαναπέμπω	send back to
ἐπαναπήγνυμι	fix in or on
ἐπαναπίπτω	lie down on
ἐπαναπαύω	rest upon
ἐπαναπεράω	cross over again
ἐπαναπιπράσκω	put up to sale again
ἐπαναπνέω	have a double inspiration
ἐπαναποδίζω	retrace one's steps
ἐπαναπορεύομαι	return
ἐπαναπρίασθαι	buy at a re-sale
ἐπαναπτήσιμος	ready to fly
ἐπαναρρίπτω	throw up in the air
ἐπανασπείρω	sow again
ἐπαναστέλλω	check, resist
ἐπανασχίζω	split open
ἐπανασωστικός	bringing safely home
ἐπανατέμνω	cut open further
ἐπανατρέπω	overturn, upset
ἐπανατρέφω	feed up, recruit, nourish
ἐπανατρίβω	scrub again
ἐπανατροπιάζω	relapse
ἐπαναφορικός	of or for
ἐπαναφύω	put forth again
ἐπαναχέω	pour out upon
ἐπαναχρέμπτομαι	expectorate
ἐπανδρόω	make manly
ἐπανείρομαι	question again and again
ἐπανειπεῖν	offer publicly besides
ἐπανελίττω	roll up again
ἐπανελευστέον	one must return, recur
ἐπανθεμίζω	flit
ἐπανθερεών	chin
ἐπανθρακίδες	small fish for frying, small fry
ἐπανθρακίζω	broil on the coals
ἐπανθρακόομαι	to be broiled on the coals
ἐπανιτέον	one must return
ἐπανοίγω	open
ἐπανοιστέον	one must refer
ἐπανορθωτέος	to be corrected
ἐπανσιδέω	swell up, rise on the surface
ἐπαντίθετος	reversed
ἐπαντλησμός	PLond ined.
ἐπαντλητέον	one must douche
ἐπαντλητός	artificially irrigated, PRev. Laws
ἐπαξιέραστος	amiable
ἐπαξονέω	place on axles
ἐπαπερείδομαι	lean upon
ἐπαπογαμέω	marry again
ἐπαποδίδωμι	make good
ἐπαποδύω	strip
ἐπαποικίζω	colonize anew
ἐπαποκτείνω	kill besides
ἐπαπολαύω	revel in
ἐπαπολύω	discharge against
ἐπαπονίναμαι	enjoy besides
ἐπαποπνίγω	choke besides
ἐπαποστέλλω	send after
ἐπαποσφάζω	slay afterwards
ἐπαποτίνω	repay
ἐπαπόλλυμι	kill in addition
ἐπαπόλογος	requiring defence
ἐπαράσσὼ	dash or clap to
ἐπαρέσκομαι	to be satisfied
ἐπαργυρόομαι	to be overlaid with silver
ἐπαρδευτής	irrigator
ἐπαρηγών	helper
ἐπαριστερεύομαι	to be awkward, clumsy
ἐπαρνέομαι	deny
ἐπαρούριον	land-tax
ἐπαρχέω	to be an
ἐπαρχεία	office of praefectus
ἐπαρύτω	draw
ἐπασθμαίνω	breathe hard, pant in working
ἐπασκητέον	one must practise
ἐπασκητής	athlete
ἐπασπαίρω	pant over or at
ἐπασπιδόομαι	take as a shield
ἐπασφαλίζω	shore up
ἐπασχάλλω	to be indignant at
ἐπαυλισμός	passing the night
ἐπαυτίκα	immediately
ἐπαυτομολέω	pass over
ἐπαυτόφωρος	palpable
ἐπαυχένλος	on or for the neck
ἐπαφαιρετέον	one must let blood again
ἐπαφαναίνομαι	to be withered
ἐπαφετέον	one must admit
ἐπαφητός	capable of being touched
ἐπαχθίζομαι	to be burdened with . .
ἐπαχλύω	to be obscured or dim
ἐπαύλημα	musical phrase played on the flute
ἐπεί1	after that, since, when
ἐπείκοστον	greater by
ἐπείκτης	one who urges or presses
ἐπείνυσθαι	put on
ἐπείξιμος	pressing
ἐπείρομαι	ask besides or again
ἐπείσκλητος	co-opted
ἐπείτε	when or since
ἐπείτε1	when or since
ἐπεγκανάσσω	drink or pour in besides
ἐπεγκεράννυμαι	mix in with
ἐπεγκλίνω	incline, turn towards
ἐπεγκολάπτω	engrave upon or besides
ἐπεγκρεμάννυμαι	hang up in
ἐπεγκύκλιος	circular
ἐπεγχάσκω	make mouths at
ἐπεθίζομαι	to be accustomed to
ἐπειγωλή	haste
ἐπεικάδες	the days between the 20th and the end
ἐπεικτέον	one must hurry
ἐπεικτικός	urgent
ἐπεισέλευσις	additional incursion
ἐπεισέρπω	enter into
ἐπεισέρρω	rush in with ill luck to
ἐπεισακτέον	one must introduce
ἐπεισβάτης	additional passenger, supernumerary on board
ἐπεισβιάζομαι	force one's way in besides, intrude
ἐπεισδέχομαι	admit besides
ἐπεισενεκτέον	one must bring in besides
ἐπεισθρῴσκω	spring in after
ἐπεισκρίνομαι	to be overcharged with food
ἐπεισπέμπω	send in or to
ἐπεισπηδητής	house-breaker, burglar
ἐπεισπράττω	exact besides
ἐπεισροή	influx
ἐπειστρέχω	run in upon or after
ἐπεκβάλλω	prolong
ἐπεκβοάω	cry out against
ἐπεκδίδωμι	farm out a contract again
ἐπεκδιδαχή	added explanation
ἐπεκδικέω	avenge
ἐπεκθύομαι	offer sacrifice for
ἐπεκκουφίζω	lighten
ἐπεκλέγομαι	choose, select
ἐπεκπλέω	sail out against
ἐπεκπνέω	breathe out twice
ἐπεκροφέω	swallow up
ἐπεκτίνω	pay up
ἐπεκτατικός	lengthening
ἐπεκτεταμένως	vehemently
ἐπεκφέρω	carry out
ἐπεκφώνησις	exclamation
ἐπεκχράομαι	abuse, misuse
ἐπελευθεριάζω	act with free will
ἐπελεύθω	bring
ἐπελλύχνιον	lamp-oil
ἐπεμβαφίζω	bathe again
ἐπεμβλέπω	gaze at
ἐπεμβλητέον	one must insert
ἐπεμβρίθω	bear heavily on
ἐπεμβριμάομαι	to be indignant, rage against
ἐπεμβόλιμος	intrusive
ἐπεμφέρω	bring in besides, add
ἐπενέχυρον	deed giving security
ἐπενήνεον	grew thereon
ἐπενίημι	compress
ἐπενδικάζω	contest a claim in court
ἐπενθάπτω	bury as well in
ἐπενθετικός	inserted
ἐπενθρῴσκω	leap upon
ἐπενθυμέομαι	support, corroborate
ἐπεννέπω	utter over
ἐπεννεακαιδέκατος	of
ἐπεννοέω	invent in addition
ἐπενσείω	reduce by succussion
ἐπεντίθημι	insert
ἐπεντεῦθεν	henceforward
ἐπεντρίβω	rub in besides
ἐπεντρυφάω	treat with wanton insolence
ἐπεντρώγω	eat besides
ἐπεντύω	set right, get ready
ἐπεξάπτω	kindle
ἐπεξέλκω	draw off besides
ἐπεξέρπω	creep out into
ἐπεξαμαρτητέον	one must err yet more
ἐπεξανίστημι	rise up, stand up
ἐπεξαρκέω	supply in full
ἐπεξαρτίζω	equip, furnish
ἐπεξελευστικός	avenging
ἐπεξετάζω	pass in review, feast one's eyes upon
ἐπεξηγηματικός	epexegetical
ἐπεξιακχάξω	shout in triumph over
ἐπεξορκίζω	compel to swear a second time
ἐπεξορύσσω	dig further
ἐπεξόδιος	of a march or expedition
ἐπερέφω	put a cover upon, roof
ἐπερειστικός	for support
ἐπερεύγομαι	to be disgorged upon
ἐπερωτητής	inquirer
ἐπεσκοτισμένως	obscurely
ἐπεσχάρωσις	scarring over
ἐπετινός	of the year
ἐπευδοκέω	approve
ἐπευλογέω	bless
ἐπευνάζω	sleep on
ἐπευσχημονέω	conduct in due order
ἐπευφημίζομαι	use a euphemism
ἐπευφημισμός	shout of approval
ἐπευφραίνομαι	delight in
ἐπευχάδιος	votive
ἐπευωνισμός	cheapening
ἐπεχές	following, next
ἐπεύχιον	praying-carpet or rug
ἐπεῖδον	look upon, behold, see
ἐπηέριος	through the air
ἐπηβολή	part, share
ἐπηλυσία	coming over one
ἐπηλύγαιος	shady, dark
ἐπηνέμιος	windy
ἐπησυχάζω	acquiesce in
ἐπι[πολ]άζω	to be at the top, come to the surface, float on the surface
ἐπι[πολ]ή	surface
ἐπι[πολ]αιόρριζος	with roots which
ἐπι[πολ]ασμός	retchings
ἐπι[πολ]αστικός	apt to
ἐπι[πόλ]αιος	on
ἐπι[πόλ]ασις	being on the surface, coming to the surface
ἐπιάομαι	cure
ἐπιέβδομος	of
ἐπιέλδομαι	desire
ἐπιένατος	of
ἐπιέτεια	annual college of magistrates
ἐπιβάλλον	ephemeron
ἐπιβάπτω	dip into
ἐπιβάρεσις	burden imposed
ἐπιβάρησις	burden
ἐπιβάφια	powders
ἐπιβήτης	one who sets foot on or dwells in
ἐπιβαρής	heavy
ἐπιβατέον	one must tread
ἐπιβατηγός	conveying
ἐπιβατόριος	stallion
ἐπιβδάλλω	milk a second time
ἐπιβεβαίωσις	further confirmation
ἐπιβελτίωσις	amelioration
ἐπιβιάζομαι	constrain besides
ἐπιβιαστικός	exercising constraint
ἐπιβιβάσκω	put the male to the female
ἐπιβιβρώσκω	eat with
ἐπιβλάπτω	damage, mar
ἐπιβλαστάνω	grow or sprout on
ἐπιβλεπτέον	one must look at
ἐπιβληματικός	introductory
ἐπιβλητέον	one must
ἐπιβλύω	flow over
ἐπιβοηθητέον	one must take protective measures
ἐπιβρέχω	pour water on, water
ἐπιβραχεῖν	echo, resound
ἐπιβρεκτέον	one must foment
ἐπιβριμάομαι	to be angry at
ἐπιβρωτέον	one must eat afterwards
ἐπιβωμίζω	sacrifice at an altar, PS
ἐπιβωμίς	altarium
ἐπιβωστρέω	shout to, call upon
ἐπιγάνυμαι	exult in
ἐπιγέμισις	straining, spiritus cohibitio
ἐπιγένημα	excess of price realized over cost, profit
ἐπιγέννημα	that which grows upon
ἐπιγέννησις	increase of population
ἐπιγαμβρευτής	one connected by marriage
ἐπιγεισόω	put on a coping-stone
ἐπιγειτνιάω	border upon
ἐπιγεννητός	formed above, adnate
ἐπιγεοῦχος	landowner
ἐπιγεωργέω	continue cultivating
ἐπιγεώμοροι	those next to the
ἐπιγηράσκω	grow old one upon another
ἐπιγλισχραίνω	make still more viscid
ἐπιγλυκαίνω	sweeten
ἐπιγλυφίς	cala (?)
ἐπιγλύφω	carve on the surface
ἐπιγναφεῖον	angle-stone of a
ἐπιγνωμονεύω	hold this office
ἐπιγνωστέον	one must know
ἐπιγογγύζω	murmur at
ἐπιγομφόω	nail, rivet on
ἐπιγραμμή	markings
ἐπιγραμματογράφος	writing epigrams
ἐπιγραφεύς	inscriber
ἐπιγραφικός	concerning assessments(?)
ἐπιγυμνόω	lay bare
ἐπιγύαλος	hollow on the surface
ἐπιδάκνω	bite
ἐπιδάκρυσις	oozing
ἐπιδέμομαι	build upon
ἐπιδένδριος	on or in the tree
ἐπιδίστασις	ambiguity
