TargetWord	Language	LexClient	LemmaWord	lsj (Liddell, Scott, Jones)
ἀνῷξα	greek	yes	ἀνοίγνυμι	open
ἀνῷσαι	greek	no	ἀνάζω	no
ἀξέμεν	greek	yes	ἄγνυμι	break, shiver
ἀξέμεν	greek	yes	ἄγω	lead, carry, fetch, bring
ἀξιήκοος	greek	no	ἀξιήκοος	no
ἀξιεῦμαι	greek	yes	ἀξιόω	think, deem worthy
ἀξινάριον	greek	no	ἀξινάριον	no
ἀξινίδιον	greek	no	ἀξινίδιον	no
ἀξιομάχως	greek	yes	ἀξιόμαχος	a match for
ἀξιομίσητος	greek	no	ἀξιομίσητος	no
ἀξιοπιστοσύνη	greek	no	ἀξιοπιστοσύνη	no
ἀξιοπρεπῶς	greek	yes	ἀξιοπρεπής	proper, becoming
ἀξιωματικῶς	greek	yes	ἀξιωματικός	dignified, honourable
ἀξιόμισος	greek	no	ἀξιόμισος	no
ἀξιότιμος	greek	no	ἀξιότιμος	no
ἀξονίσκος	greek	no	ἀξονίσκος	no
ἀξύνετος	greek	yes	ἀσύνετος	void of understanding, witless
ἀξύστατος	greek	no	ἀξύστατος	no
ἀξύστατος	greek	yes	ἀσύστατος	not solidified
ἀοιδάω	greek	no	ἀοιδάω	no
ἀοιδιάω	greek	no	ἀοιδιάω	no
ἀοράτως	greek	yes	ἀόρατος	unseen, invisible
ἀορίστως	greek	yes	ἀόριστος	without boundaries, debatable
ἀορίστως	greek	yes	ἀοριστόω	to be indefinite
ἀοργήτως	greek	yes	ἀόργητος	not irascible
ἀοριστεύω	greek	no	ἀοριστεύω	no
ἀορτέω	greek	no	ἀορτέω	no
ἀοχλήτως	greek	yes	ἀόχλητος	undisturbed, calm
ἀοῖ	greek	yes	ἠώς	dawn
ἀπάλθομαι	greek	yes	ἀπαλθαίνομαι	heal thoroughly
ἀπάνουργος	greek	no	ἀπάνουργος	no
ἀπάορος	greek	yes	ἀπήορος	hanging on high, far distant
ἀπάπτω	greek	no	ἀπάπτω	no
ἀπάρα	greek	no	ἀπό-ἀράω2	no
ἀπάρτιον προγράφειν	greek	yes	ἀπάρτιον	goods to public sale
ἀπάρτιον προγράφειν	greek	yes	ἀπαρτάω	hang up
ἀπάρτιον προγράφειν	greek	yes	προγράφω	write before or first
ἀπάρτισμα	greek	no	ἀπάρτισμα	no
ἀπάφησα	greek	yes	ἀπαφίσκω	cheat, beguile
ἀπέγνων	greek	yes	ἀπογιγνώσκω	depart from a judgement, give up a design or intention
ἀπέδικεν	greek	yes	ἀπεδίζω	level
ἀπέδικεν	greek	yes	ἀποδικεῖν	throw off
ἀπέδομαι	greek	yes	ἀπεσθίω	eat, gnaw off
ἀπέδραθον	greek	yes	ἀποδαρθάνω	sleep
ἀπέδρυφθεν	greek	yes	ἀποδρύπτω	tear off the skin, lacerate
ἀπέεργεν	greek	yes	ἀπείργω	keep away from, debar from
ἀπέην	greek	yes	ἄπειμι1	sum
ἀπέην	greek	yes	ἀφίημι	send forth, discharge
ἀπέκιξα	greek	no	ἀπό-κίκω%2	no
ἀπέκτητος	greek	no	ἀπέκτητος	no
ἀπέκτονα	greek	yes	ἀποκτείνω	kill, slay
ἀπέλαυσα	greek	yes	ἀπολαύω	have enjoyment of
ἀπέλκω	greek	yes	ἀφέλκω	drag away
ἀπέλλητοι	greek	no	ἀπέλλητος	no
ἀπένεικα	greek	yes	ἀποφέρω	carry off or away
ἀπέξ	greek	no	ἀπέξ	no
ἀπέργω	greek	yes	ἄπεργος	idle
ἀπέφθιθεν	greek	yes	ἀποφθίνω	perish utterly, die away
ἀπέχθομαι	greek	no	ἀπέχθομαι	no
ἀπέψω	greek	yes	ἀφέψω	purify or refine by boiling off
ἀπέωσα	greek	yes	ἀπωθέω	thrust away, push back
ἀπήντων	greek	yes	ἀπαντάω	move from
ἀπήσω	greek	yes	ἀφίημι	send forth, discharge
ἀπίημι	greek	yes	ἀφίημι	send forth, discharge
ἀπίκατο	greek	yes	ἀφικνέομαι	arrive at, come to, reach:
ἀπίναι	greek	yes	ἄπειμι2	go away, depart
ἀπίξομαι	greek	yes	ἀφικνέομαι	arrive at, come to, reach:
ἀπίστημι	greek	yes	ἀφεστήξω	shall be absent, away from
ἀπίτης οἶνος	greek	yes	ἀπίτης	perry
ἀπίτης οἶνος	greek	yes	οἶνος	wine
ἀπίων2	greek	yes	ἄπιον	pear
ἀπίων2	greek	yes	ἄπιος1	pear-tree, Pyrus communis
ἀπίων2	greek	yes	ἄπιος2	far away, far off, distant
ἀπίων2	greek	yes	ἀπίων	not fat
ἀπαΐσσω	greek	yes	ἀπαίσσω	spring from
ἀπαί	greek	yes	ἀπό	from, away from
ἀπαίθω	greek	no	ἀπό-αἴθω	no
ἀπαίνυμαι	greek	no	ἀπαίνυμαι	no
ἀπαγγελεύς	greek	no	ἀπαγγελεύς	no
ἀπαγγελτικῶς	greek	yes	ἀπαγγελτικός	reporting
ἀπαγλαΐζω	greek	yes	ἀπαγλαίζω	deprive of ornament
ἀπαγνίζω	greek	yes	ἀφαγνίζω	purify, consecrate
ἀπαγροικίζομαι	greek	no	ἀπό-ἀγροικίζομαι	no
ἀπαείρομαι	greek	yes	ἀπαείρω	depart
ἀπαθανατισμός	greek	no	ἀπαθανατισμός	no
ἀπαθανατόω	greek	no	ἀπό-ἀθανατόω	no
ἀπαθῶς	greek	yes	ἀπαθής	not suffering or having suffered
ἀπαιθύσσω	greek	no	ἀπό-αἰθύσσω	no
ἀπαιρέεσκον	greek	yes	ἀφαιρέω	take away from
ἀπαιρέω	greek	yes	ἀφαιρέω	take away from
ἀπαισίως	greek	yes	ἀπαίσιος	ill-omened
ἀπαισχυντέω	greek	no	ἀπαισχυντέω	no
ἀπαιόλημα	greek	yes	ἀπαιόλη	loss by fraud
ἀπαιόλημα	greek	no	ἀπαιόλημα	no
ἀπαλήλιφα	greek	yes	ἀπαλείφω	wipe off, expunge
ἀπαλαλκεῖν	greek	yes	ἀπάλαλκε	ward off, keep off
ἀπαλεξίκακος	greek	no	ἀπαλεξίκακος	no
ἀπαλλακτιάω	greek	no	ἀπαλλακτιάω	no
ἀπαλλακτικῶς	greek	yes	ἀπαλλακτικός	fit for ridding, removing
ἀπαλοιάω	greek	yes	ἀπαλοάω	thresh out
ἀπαμέρδω	greek	no	ἀπό-ἀμέρδω	no
ἀπαμελέω	greek	yes	ἀπαμελέομαι	to be neglected utterly
ἀπαμμένος	greek	no	ἀπάπτω	no
ἀπαμπλακίσκω	greek	yes	ἀπαμπλακεῖν	fail utterly
ἀπαμφίσκω	greek	no	ἀπό,ἀμφί-ἴσκω	no
ἀπαμφιασμός	greek	no	ἀπαμφιασμός	no
ἀπαναστομόω	greek	no	ἀπαναστομόω	no
ἀπαναχώρησις	greek	no	ἀπαναχώρησις	no
ἀπανθρώπως	greek	yes	ἀπάνθρωπος	far from man
ἀπανούργως	greek	no	ἀπάνουργος	no
ἀπαντή	greek	no	ἀπαντή	no
ἀπαππαπαῖ	greek	no	ἀπαπαῖ	no
ἀπαππαπαῖ	greek	no	παπαῖ	no
ἀπαρέγχυτος	greek	no	ἀπαρέγχυτος	no
ἀπαραγγέλτως	greek	yes	ἀπαράγγελτος	without formal declaration
ἀπαραγώγως	greek	yes	ἀπαράγωγος	not to be turned aside
ἀπαραδειγματίστως	greek	yes	ἀπαραδειγμάτιστος	not liable to censure
ἀπαραιρημένος	greek	yes	ἀφαιρέω	take away from
ἀπαρακαλύπτως	greek	yes	ἀπαρακάλυπτος	undisguised
ἀπαρακολουθήτως	greek	yes	ἀπαρακολούθητος	not to be reached or attained
ἀπαραμυθήτως	greek	yes	ἀπαραμύθητος	not to be persuaded or entreated, inexorable
ἀπαραποδίστως	greek	yes	ἀπαραπόδιστος	free from embarrassment or interference
ἀπαρασημείωτος	greek	no	ἀπαρασημείωτος	no
ἀπαρασκευάστως	greek	no	ἀπαρασκεύαστος	no
ἀπαρασκεύαστος	greek	no	ἀπαρασκεύαστος	no
ἀπαρασκεύως	greek	yes	ἀπαράσκευος	without preparation, unprepared
ἀπαραφυλάκτως	greek	yes	ἀπαραφύλακτος	not to be guarded against
ἀπαραχωρήτως	greek	yes	ἀπαραχώρητος	not giving ground, staunch
ἀπαργυρόω	greek	no	ἀπαργυρόω	no
ἀπαρεγκλίτως	greek	yes	ἀπαρέγκλιτος	direct
ἀπαρεγχειρήτως	greek	yes	ἀπαρεγχείρητος	not to be tampered with, inviolable
ἀπαρεμποδίστως	greek	no	ἀπαρεμπόδιστος	no
ἀπαρεμπόδιστος	greek	no	ἀπαρεμπόδιστος	no
ἀπαρεμφάτως	greek	yes	ἀπαρέμφατος	not determinative or indicative
ἀπαρηγορήτως	greek	yes	ἀπαρηγόρητος	unconsoled
ἀπαρθρόω	greek	no	ἀπό-ἀρθρόω	no
ἀπαρνητικῶς	greek	yes	ἀπαρνητικός	denying
ἀπαρρησιάστως	greek	yes	ἀπαρρησίαστος	deprived of freedom of speech
ἀπαρτίως	greek	no	ἀπαρτίως	no
ἀπαρτίως	greek	yes	ἀπαρτής	raised up
ἀπαρχαΐζω	greek	yes	ἀπαρχαίζω	compare to something ancient
ἀπαρύτω	greek	yes	ἀπαρύω	draw off
ἀπατήμων	greek	no	ἀπατήμων	no
ἀπατεύω	greek	no	ἀπατεύω	no
ἀπατιμάζω	greek	no	ἀπατιμάζω	no
ἀπαυτοσχεδιάζω	greek	no	ἀπό-αὐτοσχεδιάζω	no
ἀπαχλυόω	greek	no	ἀπό-ἀχλυόω	no
ἀπαύστως	greek	yes	ἄπαυστος	unceasing, never-ending
ἀπείθην	greek	yes	ἀφίημι	send forth, discharge
ἀπείλημα	greek	no	ἀπείλημα	no
ἀπείλλω	greek	yes	ἀπειλέω1	keep away
ἀπείραντος	greek	no	ἀπείραντος	no
ἀπείρατος3	greek	no	ἀπείρατος	no
ἀπείρατος3	greek	yes	ἀπείρητος	without trial
ἀπείρηκα	greek	no	ἀπό-ἐρῶ	no
ἀπείρως	greek	yes	ἤπειρος	terra firma, land
ἀπείρως	greek	yes	ἄπειρος1	without trial or experience of
ἀπείρως	greek	yes	ἄπειρος2	boundless, infinite
ἀπείρως	greek	yes	ἀπειρόω	multiply to infinity
ἀπείς	greek	yes	ἀφίημι	send forth, discharge
ἀπεδανός	greek	no	ἀπεδανός	no
ἀπειθικώς	greek	yes	ἀπεθίζω	disaccustom
ἀπειθῶς	greek	yes	ἀπειθής	disobedient
ἀπεικώς	greek	yes	ἀφίημι	send forth, discharge
ἀπεικώς	greek	no	ἀπεοικώς	no
ἀπειλίσσω	greek	no	ἀπό-ἑλίσσω	no
ἀπειλίσσω	greek	no	ἀπό-εἱλίσσω	no
ἀπειλητής	greek	no	ἀπειλητής	no
ἀπειλητικός	greek	no	ἀπειλητικός	no
ἀπειλητικῶς	greek	no	ἀπειλητικός	no
ἀπειλικρινέω	greek	no	ἀπό-εἰλικρινέω	no
ἀπειραγάθως	greek	yes	ἀπειράγαθος	unacquainted with goodness, foolish
ἀπειργάθω	greek	yes	ἀπείργαθον	keep away
ἀπειροδυναμία	greek	no	ἀπειροδυναμία	no
ἀπειροκάλως	greek	yes	ἀπειρόκαλος	ignorant of the beautiful, tasteless, vulgar
ἀπειρολεχής	greek	no	ἀπειρολεχής	no
ἀπειροπολέμως	greek	yes	ἀπειροπόλεμος	inexperienced in war
ἀπειροσύνη	greek	no	ἀπειροσύνη	no
ἀπεκδύνω	greek	yes	ἀπεκδύομαι	strip off oneself
ἀπεκκλύζω	greek	no	ἀπό-ἐκκλύζω	no
ἀπεκλελάθεσθε	greek	yes	ἀπεκλανθάνομαι	forget entirely
ἀπεκλούω	greek	no	ἀπό,ἐκ-λούω	no
ἀπεκπροθέω	greek	no	ἀπό,ἐκ,πρό-θεόω	no
ἀπεκπροθέω	greek	no	ἀπό,ἐκ-προθέω	no
ἀπεκπροθέω	greek	no	ἀπό,ἐκ-προθέω1	no
ἀπεκπροθέω	greek	no	ἀπό,ἐκ-προτίθημι	no
ἀπεκτίθημι	greek	no	ἀπό-ἐκτίθημι	no
ἀπελάω2	greek	yes	ἀπελαύνω	drive away, expel from
ἀπελέσθαι	greek	yes	ἀφαιρέω	take away from
ἀπελευθέρα	greek	yes	ἀπελεύθερος	restored to freedom
ἀπελευθέρα	greek	no	ἀπελευθέρα	no
ἀπελλάζω	greek	no	ἀπελλάζω	no
ἀπενάσθην	greek	yes	ἀποναίω	remove, send away
ἀπεναντίως	greek	no	ἀπεναντίος	no
ἀπενεόω	greek	no	ἀπό,ἐν-ἐάω	no
ἀπενεόω	greek	no	ἀπό-ἐνεάζω	no
ἀπενεόω	greek	no	ἀπό-νεάω	no
ἀπενιαυτέω	greek	no	ἀπενιαυτέω	no
ἀπεξεργάζομαι	greek	no	ἀπό-ἐξεργάζομαι	no
ἀπεοικότως	greek	no	ἀπεοικότως	no
ἀπεοικώς	greek	no	ἀπεοικώς	no
ἀπεράντως	greek	yes	ἀπέραντος	boundless, infinite
ἀπερέω	greek	yes	ἀπεράω	vomit, disgorge
ἀπερίοδος	greek	no	ἀπερίοδος	no
ἀπεραντολογία	greek	no	ἀπεραντολογία	no
ἀπερεῖν	greek	yes	ἀπεράω	vomit, disgorge
ἀπερημόω	greek	no	ἀπό-ἐρημάζω	no
ἀπερημόω	greek	no	ἀπό-ἐρημόω	no
ἀπεριέργως	greek	yes	ἀπερίεργος	not over-busy, artless, simple
ἀπεριγράφως	greek	yes	ἀπερίγραφος	not rounded
ἀπεριεργάστως	greek	yes	ἀπεριέργαστος	not wrought carefully, simple
ἀπερικαλύπτως	greek	yes	ἀπερικάλυπτος	uncovered, exposed
ἀπεριμερίμνως	greek	no	ἀπεριμέριμνος	no
ἀπεριπτώτως	greek	yes	ἀπερίπτωτος	not liable to
ἀπερισκέπτως	greek	yes	ἀπερίσκεπτος	inconsiderate, thoughtless
ἀπεριτρέπτως	greek	yes	ἀπερίτρεπτος	not to be turned or moved, immutable
ἀπερρήθην	greek	no	ἀπό,ἐν-ἐρῶ	no
ἀπερρήθην	greek	no	ἀπό,ἐν-ῥέομαι	no
ἀπερρήθην	greek	no	ἀπό-ἐρῶ	no
ἀπερρήθην	greek	no	ἀπό-ῥέομαι	no
ἀπερῶ	greek	yes	ἀπεράω	vomit, disgorge
ἀπεσσεῖται	greek	yes	ἄπειμι1	sum
ἀπεστραμμένως	greek	yes	ἀποστρέφω	turn back
ἀπεσχισμένως	greek	yes	ἀποσχίζω	split, cleave off
ἀπεχθῶς	greek	yes	ἀπεχθής	hateful
ἀπεύχετος	greek	no	ἀπεύχετος	no
ἀπηγέομαι	greek	yes	ἀφηγέομαι	lead the way from
ἀπηγορία	greek	no	ἀπηγορία	no
ἀπηλιθιόω	greek	no	ἀπό-ἠλιθιάζω	no
ἀπηλιθιόω	greek	no	ἀπό-ἠλιθιόω	no
ἀπημονία	greek	no	ἀπημονία	no
ἀπηνῶς	greek	yes	ἀπηνής	ungentle, rough, hard
ἀπησθημένος	greek	no	ἀπό-ἐσθέω	no
ἀπηύρων	greek	no	ἀπαυράω	no
ἀπιδιάζω	greek	no	ἀπό-ἰδιάζω	no
ἀπιθάνως	greek	yes	ἀπίθανος	incredible, unlikely
ἀπιθύνω	greek	no	ἀπιθύνω	no
ἀπικνέομαι	greek	yes	ἀφικνέομαι	arrive at, come to, reach:
ἀπιοειδής	greek	no	ἀπιοειδής	no
ἀπιστοσύνη	greek	no	ἀπιστοσύνη	no
ἀπιστούντως	greek	no	ἀπιστούντως	no
ἀπιχθυόω	greek	no	ἀπό-ἰχθυάω	no
ἀπλάκημα	greek	no	ἀμπλάκημα	no
ἀπλάστως	greek	yes	ἄπλαστος	not capable of being moulded
ἀπλήκτως	greek	yes	ἄπληκτος	unstricken
ἀπλήστως	greek	yes	ἄπληστος	insatiate, greedy
ἀπλακών	greek	yes	ἀμπλακεῖν	miss, fail or come short of
ἀπλανῶς	greek	yes	ἀπλανής	not wandering, steady, fixed
ἀπληθύντως	greek	yes	ἀπλήθυντος	not multiplied, without plurality
ἀπληστεί	greek	no	ἀπληστεί	no
ἀπλοώτερος	greek	yes	ἄπλοος	unseaworthy
ἀπλυσίας	greek	yes	ἀπλυσία	filthiness, filth
ἀπνεής	greek	no	ἀπνεής	no
ἀπνεύστως	greek	yes	ἄπνευστος	breathless
ἀποέργω	greek	no	ἀπό-ἐρι	no
ἀποαίνυμαι	greek	no	ἀπαίνυμαι	no
ἀποαιρέομαι	greek	yes	ἀφαιρέω	take away from
ἀποαιρέομαι	greek	no	ἀποαιρέομαι	no
ἀπογαλακτισμός	greek	no	ἀπογαλακτισμός	no
ἀπογαληνιάομαι	greek	no	ἀπό-γαληνιάω	no
ἀπογεία	greek	yes	ἀπόγειος	from land, coming off land
ἀπογεμίζω	greek	no	ἀπό-γεμίζω	no
ἀπογκέω	greek	no	ἀπογκέω	no
ἀπογλωττίζω	greek	no	ἀπό-γλωττίζομαι	no
ἀπογλωττίζω	greek	no	ἀπό-γλωττίζω	no
ἀπογνωσιμαχέω	greek	no	ἀπό-γνωσιμαχέω	no
ἀποδάκρυσις	greek	yes	ἀποδάκρῦσις	flow of tears
ἀποδέδρακα	greek	yes	ἀποδιδράσκω	run away, escape or flee from
ἀποδέκομαι	greek	yes	ἀποδέχομαι	accept
ἀποδέξασθαι	greek	yes	ἀποδέχομαι	accept
ἀποδέξασθαι	greek	yes	ἀποδείκνυμι	point away from
ἀποδέξομαι	greek	yes	ἀποδέχομαι	accept
ἀποδέξομαι	greek	yes	ἀποδείκνυμι	point away from
ἀποδήμησις	greek	no	ἀποδήμησις	no
ἀποδίομαι	greek	yes	ἀποδέω	bind fast, tie up
ἀποδίομαι	greek	no	ἀποδίομαι	no
ἀποδακρυτικός	greek	yes	ἀποδακρῦτικός	calling forth tears
ἀποδαμέω	greek	yes	ἀποδημέω	to be away from home, be abroad or on one's travels
ἀποδείρω	greek	yes	ἀποδέρω	flay, skin completely
ἀποδεικνύω	greek	yes	ἀποδείκνυμι	point away from
ἀποδεικτικῶς	greek	yes	ἀποδεικτικός	affording proof, demonstrative
ἀποδειλία	greek	yes	ἀποδειλιάω	to be very fearful, play the coward, flinch from danger or toil
ἀποδεκτήρ	greek	no	ἀποδεκτήρ	no
ἀποδερματόω	greek	no	ἀπό-δερματόω	no
ἀποδεσμέω	greek	no	ἀποδεσμέω	no
ἀποδεσμόω	greek	no	ἀπό-δεσμεύω	no
ἀποδημαγωγέω	greek	no	ἀπό-δημαγωγέω	no
ἀποδιΐστημι	greek	no	ἀπό-διίστημι	no
ἀποδιΐστημι	greek	no	ἀπό-διιστάω	no
ἀποδιαπέμπω	greek	no	ἀπό-διαπέμπω	no
ἀποδιατίθημι	greek	no	ἀπό-διατίθημι	no
ἀποδιδρήσκω	greek	yes	ἀποδιδράσκω	run away, escape or flee from
ἀποδρέπτομαι	greek	no	ἀποδρέπτομαι	no
ἀποδρῆναι	greek	yes	ἀποδιδράσκω	run away, escape or flee from
ἀποδρῴην	greek	no	ἀπό-δράω	no
ἀποδωρέομαι	greek	yes	ἀποδωρέω	give away
ἀποδῷσι	greek	yes	ἀποδίδωμι	give up or back, restore, return
ἀποειπεῖν	greek	yes	ἀπεῖπον	speak out, tell out, declare
ἀποεργάθω	greek	yes	ἀπείργαθον	keep away
ἀποθανέομαι	greek	yes	ἀποθνήσκω	die
ἀποθαρρύνομαι	greek	yes	ἀποθαρρύνω	encourage
ἀποθειάζω	greek	no	ἀποθειάζω	no
ἀποθνῄσκω	greek	yes	ἀποθνήσκω	die
ἀποθρίζω	greek	yes	ἀποθερίζω	cut off
ἀποθρασύνομαι	greek	no	ἀποθρασύνομαι	no
ἀποθωρήσσω	greek	no	ἀπό-θωρήσσω	no
ἀποθωυμάζω	greek	yes	ἀποθαυμάζω	marvel much at
ἀποιήτως	greek	yes	ἀποίητος	not done, undone
ἀποικὶς πόλις	greek	no	ἀποικίς	no
ἀποικὶς πόλις	greek	yes	πόλις	city
ἀποκάω	greek	yes	ἀποκαίω	burn off
ἀποκαθιστάνω	greek	no	ἀπό-καθιστάνω	no
ἀποκαθιστάω	greek	no	ἀποκαθιστάω	no
ἀποκαρπίζομαι	greek	yes	ἀποκαρπίζω	gather fruit
ἀποκαρφολογέω	greek	no	ἀποκαρφολογέω	no
ἀποκατέαται	greek	no	ἀπό-κάθημαι	no
ἀποκαταστατικῶς	greek	yes	ἀποκαταστατικός	bringing back
ἀποκαταφαίνω	greek	no	ἀπό-καταφαίνω	no
ἀποκεκληρωμένως	greek	yes	ἀποκληρόω	choose by lot from
ἀποκισσόω	greek	no	ἀπό-κισσάω	no
ἀποκισσόω	greek	no	ἀπό-κισσόω	no
ἀποκλάω2	greek	yes	ἀποκλάω	break off
ἀποκλάω2	greek	yes	ἀποκλαίω	weep aloud
ἀποκληΐω	greek	yes	ἀποκλείω	shut off from or out of
ἀποκλᾴω	greek	yes	ἀποκλαίω	weep aloud
ἀποκλῄω	greek	yes	ἀποκλείω	shut off from or out of
ἀποκνάω	greek	no	ἀπό-κνάω	no
ἀποκορσόω	greek	no	ἀπό-κορσόω	no
ἀποκρεμάω	greek	no	ἀποκρεμάω	no
ἀποκρημνάω	greek	no	ἀπό-κρημνάω	no
ἀποκρημνίζω	greek	no	ἀπό-κρημνίζω	no
ἀποκτάμεν	greek	yes	ἀποκτείνω	kill, slay
ἀποκτίννυμι	greek	yes	ἀποκτείνω	kill, slay
ἀποκτενέω	greek	yes	ἀποκτείνω	kill, slay
ἀποκτιννύω	greek	yes	ἀποκτείνω	kill, slay
ἀποκυλινδέω	greek	no	ἀποκυλινδέω	no
ἀποκυρτόω	greek	no	ἀπό-κυρτόω	no
ἀποκωφόω	greek	no	ἀπό-κωφάω	no
ἀποκωφόω	greek	no	ἀπό-κωφόω	no
ἀπολάζυμαι	greek	no	ἀπό-λάζομαι	no
ἀπολέλαμμαι	greek	yes	ἀπολάπτω	lap up
ἀπολέλαμμαι	greek	yes	ἀπολαμβάνω	take or receive from
ἀπολέμως	greek	yes	ἀπόλεμος	unwarlike
ἀπολέσω	greek	yes	ἀπόλλυμι	destroy utterly, kill
ἀπολαμφθείς	greek	yes	ἀπολαμβάνω	take or receive from
ἀπολανθάνομαι	greek	no	ἀπό-λανθάνω	no
ἀπολαυστικῶς	greek	yes	ἀπολαυστικός	devoted to enjoyment
ἀπολειαίνω	greek	no	ἀπό-λεαίνω	no
ἀπολειαίνω	greek	no	ἀπό-λειαίνω	no
ἀποληΐζομαι	greek	no	ἀπό-ληίζομαι	no
ἀπολιθοποιέω	greek	no	ἀπό-λιθοποιέω	no
ἀπολιμπάνω	greek	no	ἀπολιμπάνω	no
ἀπολισθαίνω	greek	yes	ἀπολισθάνω	slip off or away
ἀπολιχμάω	greek	yes	ἀπολιχμάομαι	lick off
ἀπολλήγω	greek	yes	ἀπολήγω	leave off, desist from
ἀπολλύω	greek	yes	ἀπόλλυμι	destroy utterly, kill
ἀπολλύω	greek	yes	ἀπολύω	loose from
ἀπολοίατο	greek	yes	ἀπόλλυμι	destroy utterly, kill
ἀπολούτρια	greek	yes	ἀπολούτριος	washed off
ἀπολυπραγμόνως	greek	yes	ἀπολυπράγμων	not meddlesome
ἀπολυτικῶς	greek	yes	ἀπολυτικός	disposed to acquit.
ἀπολωπίζω	greek	no	ἀπολωπίζω	no
ἀπολωφέω	greek	yes	ἀπολωφάω	appease
ἀπολύτως	greek	yes	ἀπόλυτος	loosed, free
ἀπομαγδαλιά	greek	yes	ἀπομαγδαλία	the crumb or inside of the loaf
ἀπομαλακόομαι	greek	no	ἀπό-μαλακόω	no
ἀπομαλθακίζομαι	greek	no	ἀπομαλθακίζομαι	no
ἀπομαλθακόομαι	greek	no	ἀπομαλθακόομαι	no
ἀποματαΐζω	greek	yes	ἀποματαίζω	behave idly or unseemly
ἀπομελαίνω	greek	no	ἀπό-μελαίνω	no
ἀπομεστόω	greek	yes	ἀπομεστόομαι	become filled to the brim
ἀπομινύθω	greek	no	ἀπό-μινύθω	no
ἀπομισέω	greek	no	ἀπομισέω	no
ἀπομνύω	greek	yes	ἀπόμνυμι	take an oath away from
ἀπομορφόω	greek	no	ἀπό-μορφάω	no
ἀπομορφόω	greek	no	ἀπό-μορφάζω	no
ἀπομορφόω	greek	no	ἀπό-μορφόω	no
ἀπομούσως	greek	yes	ἀπόμουσος	away from the Muses, untutored, rude
ἀπομυκτίζω	greek	no	ἀπομυκτίζω	no
ἀπομωλύνω	greek	yes	ἀπομωλύνομαι	to be absorbed, disappear
ἀπονάρκησις	greek	no	ἀπονάρκησις	no
ἀπονέστερος	greek	yes	ἄπονος	without toil or trouble
ἀπονήμενος	greek	yes	ἀπονίναμαι	have the use or enjoyment of
ἀπονήτως	greek	yes	ἀπόνητος	without toil or trouble.
ἀπονίη	greek	yes	ἀπονία	non-exertion, laziness
ἀπονίνημι	greek	yes	ἀπονίναμαι	have the use or enjoyment of
ἀπονίπτω	greek	yes	ἀπονίζω	wash off
ἀποναίατο	greek	yes	ἀπονίναμαι	have the use or enjoyment of
ἀποναρκόω	greek	yes	ἀποναρκάω	to be quite torpid
ἀπονεμητέος	greek	yes	ἀπονεμητέον	one must assign
ἀπονεμητέος	greek	no	ἀπονεμητέος	no
ἀπονεμητικῶς	greek	yes	ἀπονεμητικός	disposed to distribute
ἀπονουθετέω	greek	no	ἀπό-νουθετέω	no
ἀποξυρέω	greek	yes	ἀποξύρω	get shaved
ἀποξυρέω	greek	yes	ἀποξυράω	shave clean
ἀποξυρέω	greek	no	ἀποξυρέω	no
ἀποξυστρόω	greek	no	ἀπό-ξυστρόω	no
ἀποπέρδω	greek	yes	ἀποπέρδομαι	break wind
ἀποπίμπρημι	greek	no	ἀπό-πίμπρημι	no
ἀποπαίζω	greek	no	ἀπό-παίζω	no
ἀποπαλτικῶς	greek	yes	ἀποπαλτικός	rebounding.
ἀποπαύστωρ	greek	no	ἀποπαύστωρ	no
ἀποπελιόω	greek	no	ἀπό-πελιόω	no
ἀποπετάζω	greek	no	ἀποπετάζω	no
ἀποπιάζω	greek	no	ἀποπιάζω	no
ἀποπλάσσω	greek	yes	ἀποπλάζω	lead away from
ἀποπλάσσω	greek	yes	ἀποπλήσσω	cripple by a stroke, disable in body or mind
ἀποπλείω	greek	yes	ἀποπλέω	sail away, sail off
ἀποπληκτώδης	greek	no	ἀποπληκτώδης	no
ἀποπληρωματικός	greek	no	ἀποπληρωματικός	no
ἀποπλουτέω	greek	no	ἀπό-πλουτέω	no
ἀποπλώω	greek	yes	ἀποπλάζω	lead away from
ἀποπλώω	greek	yes	ἀποπλέω	sail away, sail off
ἀποπνείω	greek	yes	ἀποπνέω	breathe forth
ἀποποιέομαι	greek	yes	ἀποποιέω	unmake
ἀποπράσσομαι	greek	yes	ἀποπράσσω	demand the return of
ἀποπρίω1	greek	yes	ἀποπρίασθαι	buy
ἀποπρίω1	greek	yes	ἀποπρίω	saw off
ἀποπρίω2	greek	yes	ἀποπρίασθαι	buy
ἀποπρίω2	greek	yes	ἀποπρίω	saw off
ἀποπραΰνω	greek	yes	ἀποπραύνω	soften matters down
ἀποπροέηκε	greek	yes	ἀποπροίημι	send away forward, send on
ἀποπροελών	greek	yes	ἀποπροαιρέω	take away from
ἀποπροηγμένα	greek	no	ἀπό,πρό-ἔσσομαι	no
ἀποπροηγμένα	greek	no	ἀπό-προάγω	no
ἀποπτάμενος	greek	yes	ἀποπτάω	roast sufficiently
ἀποπτοιέω	greek	no	ἀποπτοιέω	no
ἀποπυδαρίζω	greek	no	ἀποπυδαρίζω	no
ἀποπυρίας ἄρτος	greek	yes	ἀποπυρίας	toasted bread
ἀποπυρίας ἄρτος	greek	yes	ἄρτος	cake or loaf of wheat-bread
